class_id	student_id	sentence_id	sentence	TRANSLATION	gibbs	gibbs options	emotions
FAU	75	10	Dabei wird genau auf Objektivität (Unabhängigkeit der Bewertung), Reliabilität (Zuverlässigkeit der Verfahren) und Validität, die die Schlussendliche Gültigkeit diagnostischer Urteile angibt.	" "" Thereby exactly on objectivity (independence of the evaluation)  reliability (reliability of the procedures) and validity  which indicates the final validity of diagnostic judgements. "" "	0.0	0	0
FAU	75	11	In dem Fallbeispiel verwendet die Lehrerin nur wenige diagnostische Verfahren.	" "" In the case study  the teacher uses few diagnostic procedures. "" "	2.0	0, 2	disapproval
FAU	75	12	Zum einen wird von einer kürzlich geschriebenen Klassenarbeit gesprochen, die leider sehr schlecht ausgefallen ist und zum anderen werden Schüler regelmäßig an der Tafel abgefragt.	" "" One is talking about a recent class assignment that unfortunately turned out very poorly and the other is regularly quizzing students on the board. "" "	2.0	0, 2	disapproval, frustration
FAU	75	13	Hierbei handelt es sich bei beiden malen um informale Testverfahren oder so genannte Teacher-made Tests.	" "" These are both times informal testing procedures or so-called teacher-made tests. "" "	0.0	0	0
FAU	75	14	Die Klassenarbeit als auch die Abfragen an der Tafel bestimmen beide nur den Lernstand der Schüler, nicht aber ihre Entwicklung und Verbesserung.	" "" The class work as well as the queries on the blackboard both only determine the learning level of the students  but not their development and improvement. "" "	2.0	0, 2	disapproval
FAU	75	15	Die Tests sind beide weniger standardisiert, da sich die Lehrerin an der Leistung der Klasse orientiert und nicht an Bezugnahmen.	" "" The tests are both less standardized because the teacher is guided by class performance rather than references. "" "	0.0	0, 3	0
FAU	75	16	Die Klassenarbeit hat im Gegensatz zur Abfange einen selektiven Zweck und versucht Berufseignung schlüssig zu machen, während die Abfragen eher fördernd für die Schüler sein sollen.	" "" The class test  unlike the intercept  has a selective purpose and attempts to make vocational aptitude conclusive  while the intercepts are intended to be more remedial for students. "" "	0.0	0	0
FAU	75	17	Bis jetzt noch Garnichts zum Einsatz kamen jegliche Verfahren der formativen Leistungsdiagnostik, welche als Prozessdiagnostik zu verstehen ist.	" "" Up to now still nothing to the use came any procedures of the formative achievement diagnostics  which is to be understood as process diagnostics. "" "	0.0	0	0
FAU	75	18	Es wurden keine Lernziele und Bewertungskriterien besprochen, nach keinen Meinungen gefragt und keine Diskussionen gestartet.	" "" No learning objectives and assessment criteria were discussed  no opinions were asked for  and no discussions were started. "" "	0.0	0	0
FAU	75	19	Für ein genaueres Bild des Leistungsniveaus der Klasse sind vor allem formative Leistungsmessungen notwendig.	" "" Formative performance measures are especially necessary for a more accurate picture of the performance level of the class. "" "	5.0	2, 5	anticipation
FAU	75	20	Ein Verfahren, dass die Lehrerin verwenden sollte um sogar zwei Fliegen mit einer Klappe zu erwischen währe Aufgaben so zu strukturieren, dass nicht einfach nur Antworten aufgeschrieben sondern auch begründet werden müssen und dann auch in der Gruppe diskutiert werden.	" "" A procedure that the teacher should use to even catch two birds with one stone would be to structure tasks in such a way that not only answers have to be written down but also justified and then also discussed in the group. "" "	5.0	5	anticipation
FAU	75	21	Dabei kann man direkt im Unterricht erkennen, welche Schüler sich noch schwer tun, da diese der Diskussion eher weniger beitragen werden.	" "" In doing so  one can recognize directly in class which students are still having a hard time  since these will contribute to the discussion rather less. "" "	0.0	0	0
FAU	75	22	Gleichzeitig sorgt man damit auch für mehr Mitarbeit am Unterricht, da es nun Austausch zwischen den Schülern gibt.	" "" At the same time one provides thereby also for more cooperation at instruction  since there is now exchange between the pupils. "" "	0.0	0	0
FAU	75	23	Ebenso gut eignet sich das Erstellen von Konzept-Maps oder Mind-Maps, an denen man ebenso schnell erkennt, welche Schüler den Durchblick haben und welche nicht.	" "" Equally well suited is the creation of concept maps or mind maps  by which one recognizes just as quickly which students have the overview and which do not. "" "	3.0	2, 3	approval
FAU	75	24	Genauso eignen sich Aufgaben mit steigender Schwierigkeit, bei welchen man sieht ab welcher Aufgabe ein Schüler bereits Schwierigkeiten hat und somit lässt sich der Lernstand schnell erkennen.	" "" Likewise tasks with increasing difficulty are suitable  with which one sees starting from which task a pupil already has difficulties and thus the learning level can be recognized fast. "" "	3.0	2, 3	approval, anticipation
FAU	76	0	Es reicht nicht aus einzelne Schüler abzufragen um deren Wissensstand zu ermitteln, wichtig ist es die Kommunikation im Unterricht aufrecht zu erhalten und den Schülern konkrete Fragen zu stellen ohne den Druck einer Benotung um eine möglichst gute Kenntnis über den individuellen Wissensstand zu erhalten.	" "" It is not enough to question individual students to determine their level of knowledge  it is important to maintain communication in class and to ask students specific questions without the pressure of a grade to get the best possible knowledge about the individual level of knowledge. "" "	5.0	2, 4, 5	disapproval
FAU	76	1	Außerdem empfiehlt es sich im Vorfeld eines Tests die einzelnen Schüler über einen längeren Zeitraum zu beobachten und dann anhand ihrer individuellen Leistung und Verbesserung zu bewerten.	" "" It is also advisable in advance of a test to observe individual students over a longer period of time and then evaluate them on the basis of their individual performance and improvement. "" "	5.0	5, 4	anticipation
FAU	76	2	Es kann von Vorteil sein die Lernziele im Vorfeld mit den Schülern zu besprechen, so wissen diese genau, was sie erwartet.	" "" It can be advantageous to discuss the learning objectives with students in advance  so they know exactly what to expect. "" "	5.0	5	anticipation
FAU	77	0	Ich fand den Themenblock der Pädagogischen Diagnostik mit am spannendsten.	" "" I found the topic block of educational diagnostics to be one of the most exciting. "" "	2.0	2, 1	approval
FAU	77	1	Die Diagnostik bietet zum einen viele Möglichkeiten um Schüler*innen am besten zu fördern.	" "" On the one hand  diagnostics offers many possibilities to support students in the best way. "" "	2.0	0, 2	approval
FAU	77	2	Gleichzeitig bringt sie die Gefahr des Fehlurteils mit sich.	" "" At the same time  it brings with it the danger of misjudgment. "" "	2.0	0, 2	disapproval
FAU	77	3	Ich brauchte zuerst viel Zeit um die Diagnoseinstrumente einzeln zu verstehen, aber auch als Gesamtkonstrukt zu verstehen.	" "" I needed a lot of time at first to understand the diagnostic instruments individually  but also to understand them as an overall construct. "" "	2.0	0, 2	challenge
FAU	77	4	Beim Erarbeiten der Aufgaben habe ich mir die Tipps durchgelesen.	" "" While working out the tasks  I read through the tips. "" "	0.0	0	0
FAU	77	5	Sie haben mir Anhaltspunkte gegeben, an denen ich mich entlang hanteln konnte.	" "" They gave me clues to lean along. "" "	0.0	0	0
FAU	77	6	Dadurch fiel mir der Einstieg in das Thema leichter und ich hatte das Gefühl dadurch die wichtigsten Aspekte besser herausfiltern zu können.	" "" This made it easier for me to get started with the topic and I had the feeling that I could filter out the most important aspects better. "" "	2.0	1, 2	approval, satisfaction
FAU	77	7	Allgemein erachte ich die Ausarbeitungsaufgaben als sinnvoll, da man durch die Fallbeispiele einen konkreten Realitätsbezug bekommt.	" "" In general  I consider the elaboration tasks to be useful  because you get a concrete reality reference through the case studies. "" "	3.0	0, 2, 3	approval
FAU	77	8	Das gelernte Wissen kann man so direkt anwenden und besser verstehen.	" "" The learned knowledge can be applied directly and understood better. "" "	2.0	0, 2	approval
FAU	77	9	Oft hatte ich das Gefühl, dass viele Vorlesungen sehr theoretisch sind und Modelle in der Realität kaum anwendbar sind, bzw. fehlt einem als Student*in die Erfahrung, da man höchstens im Praktikum schon mal eine Stunde selbst gehalten hat.	" "" Often I had the feeling that many lectures are very theoretical and models are hardly applicable in reality  or you lack experience as a student  because at most you have already held a lesson yourself in the internship. "" "	3.0	2, 3	disapproval
FAU	77	10	Durch die Fallbeispiele habe ich meine Meinung diesbezüglich geändert, da ich eine konkrete Situation vor Augen hatte, die auch in dem realen Unterrichtsgeschehen so oder so ähnlich stattfinden kann.	" "" Through the case studies I have changed my opinion in this regard  because I had a concrete situation in front of my eyes  which can also take place in the real teaching event so or so similar. "" "	0.0	0	0
FAU	77	11	Dadurch viel es mir einfacher, die Modelle zu verstehen und letztendlich habe ich mich so intensiver damit auseinander gesetzt und sie nicht nur stupide auswendig gelernt.	" "" This made it much easier for me to understand the models and in the end I dealt with them more intensively this way and did not just learn them mindlessly by heart. "" "	4.0	0, 2, 4	approval
FAU	78	0	Ich finde die Thematik sehr spannend und nützlich.	" "" I find the subject matter very exciting and useful. "" "	2.0	1, 2	approval, enthusiasm
FAU	78	1	Die Vorlesung war gut nachzuvollziehen und praxisnäher, als die anderen Vorlesungen, Auch finde ich es gut, Aufgaben zu den einzelnen Vorlesungen zu bekommen und diese so zu bearbeiten.	" "" The lecture was good to follow and more practical than the other lectures  Also I think it is good to get tasks to the individual lectures and work on them so. "" "	2.0	2, 0	approval
FAU	78	2	Ich kann mir dadurch Themen besser merken.	" "" It helps me to remember topics better. "" "	2.0	0, 2	approval
FAU	78	3	Die Bearbeitung lief gut.	" "" The editing went well. "" "	2.0	2	approval
FAU	78	4	Ich hätte aber gerne eine ungefähre Vorgabe des Umfangs gehabt.	" "" However  I would have liked to have had an approximate scope guideline. "" "	4.0	2, 4	disappointed
FAU	78	5	Da ich nicht wusste, ob ich zu wenig geschrieben habe.	" "" Since I didn't know if I wrote too little. "" "	2.0	2, 0	uncertain
FAU	78	6	Als Fazit stelle ich fest, dass mir die Aufgabe sehr geholfen hat die Vorlesung zu verstehen und auch anzuwenden.	" "" In conclusion  I find that the assignment helped me a lot to understand the lecture and also to apply it. "" "	4.0	2, 4	approval
FAU	79	0	Insgesamt erachte ich das Thema der pädagogischen Diagnostik als sehr wichtig für eine Lehrkraft, deshalb interessiere ich mich auch sehr dafür.	" "" Overall  I consider the topic of educational diagnostics to be very important for a teacher  so I am very interested in it. "" "	4.0	0, 2, 4	interest, approval
FAU	79	1	Durch die Vorlesungsfolien habe ich mich auch gut auf die Aufgabe vorbereitet gefühlt.	" "" Through the lecture slides I also felt well prepared for the assignment. "" "	3.0	2, 3	approval, satisfaction
FAU	79	2	Wie auch bei der anderen Aufgabe zu Modul 4 war mir im Vorfeld nicht ganz klar, wie ausführlich und umfangreich die Beantwortung der Aufgabe ausfallen soll.	" "" As with the other assignment for Module 4  it was not entirely clear to me in advance how detailed and extensive the answer to the assignment should be. "" "	2.0	2, 0	disapproval
FAU	79	3	Die Bearbeitung hat mir durchaus Spaß gemacht.	" "" I thoroughly enjoyed the processing. "" "	1.0	1	joy
FAU	79	4	Ob ich die Aufgabe vollumfänglich beantwortet habe kann ich nicht wirklich beurteilen, es kann durchaus sein, dass man beim zweiten Teil der Aufgabe noch näher ins Detail gehen kann und noch mehr Beispiele nennen kann.	" "" I can't really judge whether I answered the task fully  it may well be that you can go into more detail and give even more examples in the second part of the task. "" "	3.0	2,3	uncertainty, regret
FAU	79	5	Abschließend würde ich schon sagen, dass ich die zentralen Aspekte der pädagogischen Diagnostik verstanden habe und auch teilweise anwenden kann.	" "" In conclusion  I would already say that I have understood the central aspects of educational diagnostics and can also partially apply them. "" "	4.0	4, 2	satisfaction
FAU	80	0	"""Selbstverständlich gibt es zu den Themenfeldern der pädagogischen Leistungsmessung auch empirische Befunde und Kritik."	" "" ""Of course  there are also empirical findings and criticism on the topics of pedagogical performance measurement. "" "	0.0	0	0
FAU	80	1	Winter (2007) übt Kritik an der traditionellen Leistungsmessung.	" "" Winter (2007) offers criticism of traditional performance measurement. "" "	0.0	0	0
FAU	80	2	Er fasst folgende Punkte zusammen:	" "" He summarizes the following points: "" "	0.0	0	0
FAU	80	3	die traditionelle Leistungsmessung ist überwiegend kognitiv- und produktorientiert, es gibt keine Berücksichtigung interindividueller Unterschiede und das Wissen wird nur in „Häppchen“ geprüft.	" "" traditional performance measurement is predominantly cognitive and product oriented  there is no consideration of interindividual differences  and knowledge is tested only in ""morsels. "" "	0.0	0	0
FAU	80	4	Außerdem sind die Bewertungskriterien der Lehrkraft in der Regel unbekannt und es gibt keinen Austausch darüber wie die Bewertung durchgeführt wird.	" "" In addition  the teacher's assessment criteria are usually unknown and there is no sharing of how the assessment is conducted. "" "	0.0	0	0
FAU	80	5	Die Lehrkraft ist somit die einzige Beurteilungsinstanz.	" "" Thus  the teacher is the only assessment authority. "" "	0.0	0	0
FAU	80	6	Diese Aspekte sind somit nicht mehr kompatibel mit der neuen Lernkultur und dem lebenslangen Lernen in einer globalisierten Wissensgesellschaft.	" "" These aspects are thus no longer compatible with the new learning culture and lifelong learning in a globalized knowledge society. "" "	2.0	3, 2	disapproval
FAU	80	7	Des Weiteren gibt es Ergebnisse der Feedbackforschung:	" "" Furthermore  there are results of the feedback research: "" "	0.0	0	0
FAU	80	8	Gutes Feedback hat eine informierende Funktion und verringert die Diskrepanz zwischen der momentanen Leistung und dem gewünschten Lernziel.	" "" Good feedback has an informative function and reduces the discrepancy between the current performance and the desired learning goal. "" "	3.0	0, 2, 3	approval
FAU	80	9	Feedback sollte laut Hattie & Timperley (2007) drei Fragen beantworten:	" "" Feedback should answer three questions according to Hattie & Timperley (2007): "" "	0.0	0	0
FAU	80	10	Was ist das Lernziel?	" "" What is the learning goal? "" "	0.0	0	pensive
FAU	80	11	Wo steht der Lernende aktuell und was wurde schon erreicht?	" "" Where is the learner currently and what has been accomplished? "" "	0.0	0	pensive
FAU	80	12	Welche konkreten Schritte stehen als nächstes an?	" "" What specific steps are next? "" "	0.0	0	pensive
FAU	80	13	Feedback kann sich immer auf die Aufgaben-, Prozess-, Selbstregulations- und Personenebene beziehen.	" "" Feedback can always refer to the task  process  self-regulation  and person levels. "" "	0.0	0	0
FAU	80	15	""""	" "" "" "" "	0.0	0	0
FAU	81	0	Vor dem Schreiben habe ich mir die PowerPointPräsentation 9 und 10 heruntergeladen und sie aufmerksam durchgelesen.	" "" Before writing  I downloaded PowerPoint presentation 9 and 10 and read them carefully. "" "	0.0	0	0
FAU	81	1	Ich habe sie dann parallel zu meinem Word Dokument und meinem pdF	" "" I then used it in parallel with my Word document and my pdF "" "	0.0	0	0
FAU	82	0	Lernphase:	" "" Learning phase: "" "	0.0	0	0
FAU	82	1	Am Anfang konnte man sich die Vorlesungsfolien herunterladen, aufmerksam durchlesen und bearbeiten.	" "" In the beginning  you could download the lecture slides  read through them carefully and work on them. "" "	0.0	0	0
FAU	82	2	Hier ist es sehr hilfreich eigene Notizen am Rand zu machen, um später schneller einen Überblick zu bekommen und nicht mehr viel nachschlagen zu müssen.	" "" Here it is very helpful to make your own notes in the margin to get a quicker overview later and not have to look up much. "" "	2.0	2, 0	approval
FAU	82	3	Außerdem kann man sich auch eine kürzere Zusammenfassung mit den wichtigsten Punkten schreiben.	" "" In addition  you can also write yourself a shorter summary with the most important points. "" "	0.0	0	0
FAU	82	4	Nach dem Bearbeiten der Folien ist es hilfreich sich noch einmal mit den Notizen/Zusammenfassungen zu beschäftigen und diese zu überprüfen.	" "" After editing the slides  it is helpful to go back to the notes/summaries and review them. "" "	2.0	2, 0	approval
FAU	82	5	Arbeitsphase:	" "" Work phase: "" "	0.0	0	0
FAU	82	6	Bevor man sich mit der Aufgabe beginnt, ist es sinnvoll sich nochmal alle Notizen/Zusammenfassungen durchzulesen, um dann mit aufgefrischtem Wissen die Aufgabe bearbeiten zu können.	" "" Before starting the task  it is useful to read through all the notes/summaries again so that you can then work on the task with refreshed knowledge. "" "	2.0	2	approval
FAU	82	7	Ein ruhiges Arbeitsklima und aufgeräumter Arbeitsplatz sind meiner Meinung nach vor allem zu den digitalen Zeiten ausschlaggebend, damit man nicht zu leicht abgelenkt wird.	" "" A calm working atmosphere and tidy workplace are crucial in my opinion  especially at digital times  so that one is not too easily distracted. "" "	3.0	0, 2, 3	approval, anticipation
FAU	82	8	Dann kann man sich die Aufgabenstellung durchlesen und hoffentlich gut bearbeiten.	" "" Then you can read through the task and hopefully work on it well. "" "	0.0	0	0
FAU	82	9	Wenn man etwas nicht mehr genau weiß oder lieber nachschauen möchte, kann man in den Notizen/Zusammenfassgen oder den Vorlesungsfolien nachschauen.	" "" If one does not remember something exactly or would rather look it up  one can look it up in the notes/summaries or the lecture slides. "" "	0.0	0	0
FAU	83	0	Wenn man sich zuerst mit der Literatur auseinandersetzt und sich anschließend an die eigene Schulzeit etwas zurückerinnert fällt mir einiges viel leichter.	" "" If one first deals with the literature and then remembers something back to one's own school days  some things are much easier for me. "" "	2.0	0, 2	approval
FAU	83	1	Vieles geschieht unbewusst und aus dem Bauch heraus.	" "" A lot happens unconsciously and from the gut. "" "	0.0	0	0
FAU	83	2	Bei der Bearbeitung wurde mir einmal mehr bewusst damit man sich immer wieder der eigenen Rolle bewusst sein muss und sich dem Prozess und dem dazugehörigen Weg klar sein sollte.	" "" During the processing I became aware once again that one must always be aware of one's own role and be clear about the process and the associated path. "" "	0.0	0	0
FAU	83	3	Die Bearbeitung, ging, wenn man einmal einen roten Faden hatte, sehr strukturiert und zielführend.	" "" The processing  once you had a red thread  went very structured and purposeful. "" "	2.0	2	approval
FAU	83	4	Vieles wurde einem nochmal klarer und Kontexte konnten mir im Nachhinein besser erschlossen werden.	" "" Many things became clearer to one again and contexts could be better opened up to me in retrospect. "" "	4.0	2, 4	approval
FAU	84	0	Motivation von 1-10:	" "" Motivation from 1-10: "" "	0.0	0	0
FAU	84	1	eine gute 7 -	" "" a good 7 - "" "	2.0	2	approval
FAU	84	2	Die Thematik interessiert mich im Vergleich zu den Anderen Thematiken der Schulpädagogik weniger - Ich habe mich ausreichend und angemessen für die Aufgabe vorbereitet gefühlt -	" "" The topic interests me less compared to the other topics of school pedagogy - I felt sufficiently and adequately prepared for the task - "" "	1.0	1	disapproval, satisfaction
FAU	84	3	Die Aufgabe war verständlich.	" "" The task was understandable. "" "	2.0	2, 0	approval
FAU	84	4	das	" "" the "" "	0.0	0	0
FAU	84	5	Praxisnahe Fallbeispiel - Konzentration von 1-10: eine gute 8 -	" "" Practical case study - concentration from 1-10: a good 8 - "" "	2.0	0, 2	approval
FAU	84	6	Ich bin mit der schriftlichen aufgäbe zur Pädagogischen Diagnostik recht gut zurechtgekommen -	" "" I got along quite well with the written assignment on pedagogical diagnostics - "" "	2.0	2, 0	approval
FAU	84	7	Allgemein komme ich mit dem Selbstständigen Lernen auf StudOn gut zurecht	" "" In general I get along well with the independent learning on StudOn "" "	2.0	2, 0	approval
FAU	84	8	dies betraf auch die pädagogische Diagnostik.	" "" This also concerned the pedagogical diagnostics. "" "	0.0	0	0
FAU	84	9	ich denke mein Kompetenzzustand zum Thema Einführung in die Pädagogische Diagnostik ist gut.	" "" I think my level of competence on the topic of Introduction to Pedagogical Diagnostics is good. "" "	2.0	2	satisfaction
FAU	84	10	- Meine Lösung finde ich angemessen und gut -	" "" - I find my solution appropriate and good - "" "	2.0	2	satisfaction
FAU	84	11	Meine Reflexion finde ich sehr ausführlich-	" "" I find my reflection very detailed- "" "	2.0	2	confident
FAU	84	12	Meine gesamte Lerneinheit beurteile ich als angemessen gelungen.	" "" I judge my whole learning unit as adequately successful. "" "	2.0	2	satisfaction
FAU	85	0	"""Vor der Bearbeitung der Thematik habe ich die vorgegebenen Folien studiert."	" "" ""Before working on the topic  I studied the given slides. "" "	0.0	0	0
FAU	85	1	Die Menge der vermittelten Informationen war ziemlich einschüchternd und ich wusste kaum, womit ich genau anfangen sollte.	" "" The amount of information conveyed was quite intimidating and I hardly knew what exactly to start with. "" "	2.0	1, 2, 0	afraid, uncertain
FAU	85	2	Da ich die Folien, sowie die schriftliche Aufgabe an einem Stück (d.h. am selben Tag) bearbeitet habe, ließ meine Motivation leider etwas zu wünschen übrig und ich fühlte mich ein wenig gestresst.	" "" Since I worked on the slides  as well as the written assignment in one piece (i.e. on the same day)  my motivation unfortunately left something to be desired and I felt a bit stressed. "" "	1.0	0, 1	challenge-negative
FAU	85	3	Während der Bearbeitung war ich schnell abgelenkt und nicht ganz bei der Sache, was sich phasenweise wieder legte.	" "" During the processing  I was quickly distracted and not completely on the point  which subsided again in phases. "" "	3.0	1, 2, 3,4	regret, disaproval
FAU	85	4	Vor allem in der letzten Hälfte der Bearbeitungszeit fiel mir das fokussieren etwas leichter, da ich eher wusste, was ich schreiben möchte.	" "" Especially in the last half of the editing time  I found it a little easier to focus  since I knew more what I wanted to write. "" "	2.0	2, 0	satisfaction
FAU	85	5	Die Aufgabenstellung ist sehr offen formuliert, wodurch es mir schwer fiel einzuschätzen, welche Punkte ich aufführen sollte.	" "" The assignment is formulated very openly  which made it difficult for me to assess which points I should list. "" "	3.0	2, 3	disappointment, challenge
FAU	85	6	Die Hinweise in der Lernsequenz haben dabei geholfen, jedoch sind meine Antworten sehr stark an den Folien orientiert.	" "" The notes in the learning sequence helped with this  however my answers were very much based on the slides. "" "	2.0	2, 0	approval
FAU	85	7	Hierbei wusste ich nicht, inwiefern das erwünscht/ gewollt ist, beziehungsweise ob eine freie Formulierung gewünscht ist.	" "" Here I did not know to what extent this is desired/ wanted  respectively if a free formulation is desired. "" "	3.0	0, 2, 3	disappointment
FAU	85	8	Diese fiel mir aber schwer, da es bei solchen Definitionen oft auf den genauen Wortlaut ankommt und es nicht viel Raum zur freien Interpretation bietet.	" "" This one was difficult for me  however  since it often depends on the exact wording in such definitions and it does not offer much room for free interpretation. "" "	3.0	0, 2, 3	challenge, disapproval
FAU	85	9	Nach der Bearbeitung merke ich definitiv, dass ich mir das Thema gut angeeignet habe und nun mehr darüber in meinem Gedächtnis abgespeichert ist.	" "" After the processing I definitely notice that I have acquired the topic well and now more about it is stored in my memory. "" "	2.0	0, 2	satisfaction
FAU	85	10	"Bei der Qualität meiner Lösung bin ich mir leider absolut unsicher und kann diese nur sehr schwer einschätzen, da mir kein Maßstab oder keine Musterlösung vorliegt."""	" "" Unfortunately  I am absolutely unsure about the quality of my solution and it is very difficult for me to assess it  since I do not have a yardstick or a sample solution."" "" "	3.0	0, 2, 3	insecure, challenge, acceptance
FAU	86	0	Vor dem bearbeiten der Aufgabe zeigte sich bei mir ein hohes Interesse bei der Thematik, da Diagnostik später einen wichtigen und herausfordernden Teil des Lehrerberufs darstellt.	" "" Before working on the task  I showed a high level of interest in the topic  since diagnostics will later represent an important and challenging part of the teaching profession. "" "	1.0	0/1	interest, approval
FAU	86	1	Ich habe mir die Benotung in der Grundschule noch etwas einfacher vorgestellt.	" "" I imagined the grading in elementary school to be a bit easier. "" "	2.0	2, 4	challenge, surprised
FAU	86	2	Während dem bearbeiten der Aufgabe hatte ich Spaß und Neugier noch mehr über die pädagogische Diagnostik zu erfahren.	" "" While working on the assignment I had fun and curiosity to learn even more about educational diagnostics. "" "	1.0	1, 3	joy
FAU	86	3	Anfangs war ich noch motivierter, aber nach einigen etwas schwereren und längeren Texte wurde ich unkonzentrierter und tat mich etwas schwer beim Verständnis von ein paar Teilbereichen, wie z.B der Lernverlaufsdiagnostik und dem Unterschied oder Zusammenhang von summativen und formativen Leistungsbeurteilungen.	" "" At the beginning I was more motivated  but after some slightly heavier and longer texts I became less concentrated and had a bit of a hard time understanding a few sub-areas  such as learning progress diagnostics and the difference or connection between summative and formative performance assessments. "" "	2.0	1, 0, 2	regret, challenge
FAU	86	4	Nach der Bearbeitung kann ich definitiv sagen, dass Leistungsmessung und Beurteilung keine leichten Themen sind und vor allem im Beruf nicht zu unterschätzen sind, da jedes Kind anders lernt und andere Kompetenzen zu verschiedenen Zeitpunkten erlangt.	" "" After working through it  I can definitely say that performance measurement and assessment are not easy topics and should not be underestimated  especially on the job  because every child learns differently and acquires different skills at different times. "" "	4.0	2, 3, 4	challenge, wary
FAU	86	5	Ich konnte mein Wissen erweitern und hoffe, dass ich dieses in der Praxis im Hinterkopf behalte und anwenden kann.	" "" I was able to expand my knowledge and hope to keep this in mind and apply it in practice. "" "	4.0	2, 4	approval, hope
FAU	87	0	Die Urteilsfindung in einer Klasse und dann zumal auch noch im Mathematikunterricht kann mitunter schwer werden.	" "" Making judgments in a class and then especially in a math class can be difficult at times. "" "	2.0	2	challenge/frustration
FAU	87	1	Die Einschätzung liegt immer am Feed-back der Klasse.	" "" Judgment is always based on feedback from the class. "" "	0.0	0	0
FAU	87	2	Teacher-Self-made-Test können helfen sind aber meines Erachtens immer zu persönlich.	" "" Teacher self-made tests can help but are always too personal in my opinion. "" "	2.0	2,0	approval, disapproval, ambivalent
FAU	87	3	Ab und an jemanden Externen dabei zu haben der mit den SuS eine bodenständige Reflexion des Lerninhaltes und -niveaus erarbeitet hilf besser.	" "" Having an external person with the students from time to time for a down-to-earth reflection of the learning content and level helps better. "" "	2.0	2	approval
FAU	87	4	Als Fußballtrainer durfte ich vor kurzem eine Jugendmannschaft übernehmen.	" "" As a soccer coach  I was recently allowed to take over a youth team. "" "	0.0	0	0
FAU	87	5	Die Kids sind 10 bzw. 11 Jahre alt.	" "" The kids are 10 and 11 years old respectively. "" "	0.0	0	0
FAU	87	6	Ich kannte sie und ihre Fähigkeiten nicht, weshalb ich erstmal ein Freundschaftsspiel gegen eine mir bekannte Mannschaft ausführte.	" "" I didn't know them or their abilities  so I first played a friendly match against a team I knew. "" "	0.0	0	0
FAU	87	7	Bei dem Spiel konnte ich genau sehen was die Kids können und was nicht.	" "" In the game I could see exactly what the kids can and can't do. "" "	0.0	0	0
FAU	87	8	Mit meinen Co-Trainern habe das Spiel danach ausgearbeitet und wir konnten uns ein Bild der Mannschaft machen.	" "" With my co-trainers have worked out the game afterwards and we could get a picture of the team. "" "	0.0	0	0
FAU	87	9	Damit meine ich, selbstgemachte Einschätzungen sind immer zu persönlich.	" "" By that I mean  self-made assessments are always too personal. "" "	2.0	2	disapproval
FAU	87	10	Jemanden Externen oder ein externes Testverfahren wie ein Jahrgangsstuffentest sind immer Hilfreich, Schulbücher haben oftmals Probeaufgaben die herangezogen werden können oder man lädt jemanden Externen ein.	" "" Someone external or an external test procedure such as a year stuff test are always Helpful  textbooks often have sample tasks that can be consulted or you invite someone external. "" "	2.0	2	approval
FAU	88	0	Das Feld der Pädagogischen Diagnostik ist ein weites, weshalb ich mich für eine geraume Zeit mit der Thematik befasst habe.	" "" The field of educational diagnostics is a broad one  which is why I have been involved with the subject for quite some time. "" "	2.0	0, 2	challenge
FAU	88	1	Letztendlich konnte ich viel zum Thema Leistungserhebung und Pädagogischer Diagnostik lernen, was mir in meinem späteren Berufsleben weiterhelfen wird.	" "" In the end  I was able to learn a lot about performance assessment and pedagogical diagnostics  which will help me in my later professional life. "" "	4.0	2, 4	optimism
FAU	88	2	Die Bearbeitung dergestellten Aufgabe war dahingehend herausfordernd für mich, da man sie meiner Meinung nach in ein/zwei Sätzen hätte bearbeiten können und ich dann aber versucht habe dies ausführlicher unter Berücksichtigung mehrerer Aspekte zu tun.	" "" The processing of the set task was challenging for me in that it could have been processed in one/two sentences in my opinion and then I tried to do this in more detail taking several aspects into account. "" "	3.0	2, 3	challenge, disapproval
FAU	88	3	Ich habe hierbei die Tipps auf StudOn nicht angesehen, bin aber der Meinung, dass ich die Aufgabe dennoch gut erledigen konnte.	" "" I did not look at the tips on StudOn in this regard  but I still think that I was able to complete the task well. "" "	2.0	0, 2	satisfaction
FAU	88	4	Vielleicht hätte ich an der ein oder anderen Stelle ausführlicher werden sollen, jedoch denke ich, dass Geschriebenes das Wichtigste beinhaltet.	" "" Maybe I should have been more detailed in one or the other place  however I think that written contains the most important. "" "	4.0	2, 4	regret, approval
FAU	89	0	Im Gegensatz zu der vorherigen Aufgabe zum Klassenmanagement war dieser Teil viel schwieriger.	" "" Unlike the previous assignment on class management  this part was much more difficult. "" "	2.0	2	challenge
FAU	89	1	Die Päd. Diagnostik ist vom Stoff anspruchsvoller.	" "" Ped. diagnostics is more demanding from the material. "" "	2.0	0, 2	challenge
FAU	89	2	Man muss sich die Inhalte mehrfach durchlesen um sie zu verstehen.	" "" You have to read through the content several times to understand it. "" "	0.0	0	0
FAU	89	3	Zudem war dieser Teil auch nicht so stark praxisbezogen und deshalb für mich schwieriger.	" "" In addition  this part was also not so strongly practice-oriented and therefore more difficult for me. "" "	3.0	2, 3	challenge
