coll_lecture	coll_session	subj	text_id	sentence	sentences english	gibs	label_ref	sentiment	gibbs	gibbs.1
swp	3	3	4	Meine Kompetenzen haben sich in einigen Bereichen etwas verbessert, allerdings nicht all zu gravierend, da jeder im Team an den Bereichen arbeitet, welche ihm/ihr liegen	My skills have improved a bit in some areas, but not too much, because everyone in the team works on the areas he/she is comfortable with.		1	4	2022-03-02 00:00:00	2
swp	3	4	4	Ich denke ich bin im Überblick behalten und vortragen.	I think I am good at keeping track of things and performing.		1	3	2	2
swp	3	4	4	Konzepte auszuarbeiten fällt mir auch leicht.	Working out concepts is also easy for me.		1	4	2022-01-02 00:00:00	1
swp	3	5	4	Kaum.	Hardly.		0	3	0	0
swp	3	5	4	Probleme sind zum lösen dar und das taten wir mit unseren Kompetenzen ohne unsere Kompetenzen in Frage zu stellen.	Problems are there to be solved and we did that with our competencies without questioning our competencies.		1	3	0/4	0
swp	3	6	4	es hat sich nicht viel geändert	not much has changed		0	3	0	0
swp	3	7	4	Das wir alles bis jetzt so gut zum laufen gebracht haben und alle hindernisse überwinden konnten stellt mich sehr positiv ein.	The fact that we have managed to get everything up and running so well and overcome all the obstacles puts me in a very positive frame of mind.		1	5	1	1
swp	3	8	4	Ich habe neue Bibliotheken kennengelernt und wie man sie für diverses nutzen könnte.	I got to know new libraries and how they could be used for various things.		1	3	0	0
swp	3	9	4	Mir ist klar geworden, dass ich zwar Grundkenntnisse im Bereich Software-Engineering habe, aber ich echt kein Experte bin.	I realized that although I have basic knowledge in software engineering, I am really not an expert.		1	6	2	2
swp	3	9	4	Zwar ist es okay sich zu spezialisieren, aber das zu merken, dass ich mit anderen Teammitgleidern nicht mithalten kann.	While it's okay to specialize, realizing that I can't keep up with other team members.		1	2	2022-03-02 00:00:00	3
swp	3	10	4	Dies ist mein erstes größeres ML-Projekt.	This is my first major ML project.		0	3	0	0
swp	3	10	4	Vor allem die Schritte der Dateset Suche und das suchen/aussortieren der geeigneten Lösung.	Especially the dateset search steps and finding/sorting out the appropriate solution.		0	3	0	0
swp	3	10	4	In diesen Punkten habe ich am meisten gelernt.	These are the points where I have learned the most.		0	3	0/3	0
swp	3	11	4	Meine Kompetenz ist nicht weit von dem entfernt was ich mir bereits dachte.	My expertise is not far from what I already thought.		1	3	2	2
swp	3	11	4	Es zeigt mir ein paar Probleme die ich weiterhin hinsichtlich des Arbeitens mit automatischen Model habe.	It shows me a few problems I continue to have regarding working with automatic model.		1	3	2	2
swp	3	12	4	Ich denke ich bin auf dem richtigen Weg mit mehreren Vorträgen die Studis auf die Softskills , die sie lernen sollen, vorzubereiten und ich sehe auch, dass die technische Betreuung durch die Doktoranden gut funktioniert.	I think I am on the right track with several lectures to prepare the students for the soft skills they are supposed to learn and I also see that the technical support from the PhD students is working well.		1	4	2022-03-02 00:00:00	2
swp	3	12	4	Hier und da gibt es technische Rückmeldungen, die ich aus den Vorträgen habe, die ich eigentlich persönlich zurückmelden und klären müsste.	Here and there there is technical feedback that I have from the lectures that I should actually report back and clarify personally.		1	3	0/3	0
swp	3	12	4	Da fehlt aber meist die Zeit.	But there is usually not enough time.		1	3	0/2	2
swp	3	12	4	Das könnte ich noch verbessern.	I could still improve that.		1	6	0/5	5
swp	3	0	5	Freude	Joy		0	4	1	1
swp	3	1	5	Alles geht Im Großen und Ganzen  gut.	On the whole, everything is going well.		1	4	2022-01-02 00:00:00	1
swp	3	2	5	Viele Erfolgserlebnisse und Glücksmomente, da erstaunlich wenig Hürden gehabt.	Many experiences of success and moments of happiness, as I have had surprisingly few hurdles.		1	5	2022-01-02 00:00:00	1
swp	3	3	5	Entspannt, zu Beginn eher unsicher doch im laufe der Zeit selbstsicherer	Relaxed, at the beginning rather insecure but in the course of time more self-confident.		1	6	2022-01-02 00:00:00	1
swp	3	4	5	Ich habe mich während der Arbeit am Projekt motiviert und glücklich gefühlt.	I felt motivated and happy while working on the project.		1	4	1	1
swp	3	4	5	Die Programmieraufgaben machen Spaß.	The programming tasks are fun.		1	4	2022-01-02 00:00:00	1
swp	3	4	5	Die Ausarbeitung der Präsentation und Dokumentation ist etwas zäher, aber ich lerne auch dabei.	Working out the presentation and documentation is a bit tougher, but I'm learning as I go.		1	6	2	2
swp	3	5	5	Ein bischen Frust, da wir noch keine Lösung gefunden haben.	A bit of frustration as we haven't found a solution yet.		1	2	2022-01-03 00:00:00	1
swp	3	6	5	Ich fand es wirklich spannend, an diesen Problemen zu arbeiten, und es gab mir Selbstvertrauen, mit akademischen Codebasen zu arbeiten und mehr in den Code von Papieren einzulesen	I found it really exciting to work on these problems and it gave me confidence to work with academic code bases and read more into the code of papers		1	5	2	2
swp	3	7	5	Die Aufgabenlösung habe ich sehr positiv empfunden, weil wir eine tolle Gruppendynamik haben.	I found the task solving very positive because we have a great group dynamic.		1	5	2022-01-03 00:00:00	1
swp	3	7	5	Wir kommen auch neben dem fachlichen sehr gut mit einander klar und ergenzen uns in unseren Fähigkeiten sehr gut	We get along very well with each other even apart from the technical stuff and our skills complement each other very well		1	5	2	2
swp	3	8	5	"Das Gefühl des ""glücklich"" seins hatte ich, wenn ich die Aufgabe gelöst habe."	"The feeling of being ""happy"" I had when I solved the task."		1	4	1/0	0
swp	3	9	5	Zähneknirschend ist wohl das Wort, das mir einfällt.	Gritted teeth is probably the word that comes to mind.		0	2	2022-01-02 00:00:00	1
swp	3	9	5	Es war ein echter grind sich durch manche Sachen durchzukämpfen, besonders weil es schwer war, etwas helfendes beizutragen.	It was a real grind to fight through some things, especially because it was hard to contribute anything helpful.		1	1	2022-03-02 00:00:00	3
swp	3	9	5	Ich glaube ich bringe eher high-level Entscheidungen ins Team rein.	I think I bring more high-level decisions to the team.		1	3	2	2
swp	3	10	5	Wir haben diese Woche unser Ansätze erfolgreich ausprobieren können.	We have been able to try out our approaches successfully this week.		1	4	0/1/2/	1
swp	3	10	5	Deshalb habe ich mich gut gefühlt.	That's why I felt good.		1	4	1	1
swp	3	11	5	Meine Emotionen haben sich wie meine Wahrnehmung nicht merklich verändert.	My emotions, like my perception, have not changed noticeably.		1	3	2022-02-01 00:00:00	2
swp	3	11	5	Weiterhin etwas angespannt und besorgt da die Ergebnisse noch problematisch aussehen.	Still a bit tense and worried as the results still look problematic.		1	2	2022-03-02 00:00:00	2
swp	3	12	5	Ich war ziemlich müde und durch meinen Hund abgelenkt.	I was quite tired and distracted by my dog.		1	2	2022-02-01 00:00:00	2
swp	3	12	5	Ich war bei manchen Vorträgen schon auch positiv überrascht und war gespannt, was es in sechs Wochen dann noch für Ergebnisse geben wird.	I was positively surprised at some of the presentations and was curious to see what the results would be in six weeks.		1	4	1	1
swp	4	0	0	Die Zusammenarbeit an einem relativ kleinen Projekt in einem Modul in dem jeder 300 Stunden investieren soll, hat Komplikationen mit sich gebracht bei der Arbeitsaufteilung.	Working together on a relatively small project in a module in which everyone is supposed to invest 300 hours has brought complications with the division of labor.		1	2	2022-03-02 00:00:00	3
swp	4	1	0	Ich fand die Erfahrung ziemlich positiv, mein Team war sehr freundlich, wir hatten keine Probleme mit Aufgabenaufteilung und Time-management	I found the experience quite positive, my team was very friendly, we had no problems with task allocation and time management.		1	5	2	2
swp	4	2	0	Das Arbeiten in der Gruppe mit meinen Partnern hat sehr gut geklappt.	Working in a group with my partners worked out very well.		0	5	2	2
swp	4	2	0	Wir konnten die Aufgaben fair und effizient aufteilen und größtenteils auch die von uns gesetzten Deadlines einhalten.	We were able to divide the tasks fairly and efficiently and for the most part we were able to meet the deadlines we set.		1	4	0/2	2
swp	4	2	0	Die gruppenübergreifende Arbeit war, wie zu erwarten, etwas langsamer, aber schlussendlich hat das auch ganz gut geklappt.	The cross-group work was a bit slower, as expected, but in the end it worked out quite well.		1	6	2022-02-04 00:00:00	2
swp	4	2	0	Die Kommunikation mit der dritten Partei war deutlich schwieriger und hat mehr Zeit in Anspruch genommen.	Communication with the third party was much more difficult and took more time.		1	2	2	2
swp	4	2	0	Die Aufgaben konnten wir letzten Endes aber zufriedenstellend lösen und haben ein gutes Ergebnis erzielt.	In the end, however, we were able to solve the tasks satisfactorily and achieved a good result.		1	4	2022-04-02 00:00:00	2
swp	4	3	0	Die meiste Zeit haben wir gemeinsam vor den größeren Problemen gesessen und immer wenn eine/r eine Idee hatte wurde diese umgesetzt.	Most of the time we sat together in front of the bigger problems and whenever someone had an idea it was implemented.		0	3	0/2	2
swp	4	3	0	Nach diesen gemeinsamen Sessions haben wir Aufgaben verteilt und diese dann alleine übernommen.	After these joint sessions we distributed tasks and then took them on alone.		0	3	0	0
swp	4	4	0	Eine Erfahrung hat viel mit Selbstmotivation zu tun.	One experience had a lot to do with self-motivation.		1	3	0/3	0
swp	4	4	0	Zwei der Teammitglieder haben sich eingesetzt, doch ein anderes Teammitglied war unmotiviert und mit allem verspätet.	Two of the team members stepped up, but another team member was unmotivated and late with everything.		0	6	2	2
swp	4	4	0	Wir hätten der Person viel früher mitteilen sollen, dass das nicht okay ist.	We should have told the person much earlier that this was not okay.		1	2	2022-04-02 00:00:00	4
swp	4	4	0	So waren die Folgen des Mitteilen größer und die Konsequenzen härter.	So the consequences of telling were greater and the consequences were harsher.		1	2	2022-03-02 00:00:00	2
swp	4	4	0	Zur Aufgabenlösung hat das negativ beigetragen, denn am Ende hat unsere Erwartung, die Arbeit von drei Teammitgleidern, nicht der Realität, die Arbeit von zwei Teammitgleidern, entsprochen.	It contributed negatively to the task resolution because in the end our expectation, the work of three team members, did not match the reality, the work of two team members.		1	2	3	3
swp	4	5	0	Wir haben die Entscheidung als Team beschlossen und uns gemeinsam an die Aufgabe rangesetzt, bzw. aufgeteilt.	We made the decision as a team and we approached the task together, or rather, we divided it up.		0	3	0	0
swp	4	5	0	Da wir uns wöchentlich trafen, hat sich dies stetig verändert.	Since we met weekly, this has changed steadily.		0	3	0/3	0
swp	4	6	0	Die Zeit wird zum Ende hin doch immer knapp.	Time is getting short towards the end after all.		0	2	2022-01-04 00:00:00	1
swp	4	6	0	Ich bin zufrieden mit unserer lauffähigen Software.	I am satisfied with our executable software.		1	4	1	1
swp	4	0	1	Wir  haben gelernt, dass die Anwendung von Machine Learning jeweils von Domäne zu Domäne sehr viele zu beachtende Faktoren mit sich bringt und dass die letztendliche Implementierung dabei für uns als Informatiker relativ klein ausfallen kann.	We learned that applying machine learning in each case from domain to domain involves a lot of factors to consider and that the final implementation can be relatively small in the process for us as computer scientists.		1	3	0/3	0
swp	4	1	1	Ich habe auf jeden Fall mehr Erfahrung mit Python und GitHub bekommen, das manuelle Bilder-Labeling hatte ich sogar zum ersten mal gemacht.	I definitely got more experience with Python and GitHub, I had even done the manual image labeling for the first time.		1	3	0/2	0
swp	4	1	1	Wenn wir mehr Zeit hätten, könnten wir vielleicht bessere Ergebnisse erzeugen.	Maybe if we had more time, we could produce better results.		1	6	2022-04-03 00:00:00	4
swp	4	2	1	Ich habe auf jeden Fall gelernt in einer Gruppe besser zu arbeiten und Aufgaben mehr zu koordinieren.	I definitely learned to work better in a group and coordinate tasks more.		1	4	0/2/4/	4
swp	4	2	1	Außerdem ist es mir aufgefallen, dass es wichtig ist, eine Person als Hauptansprechpartner zu wählen, damit die Kommunikation reibungslos funktioniert.	I also noticed that it is important to choose one person as the main contact person so that communication works smoothly.		1	3	2022-04-03 00:00:00	3
swp	4	2	1	Für mich hat sich auch herausgestellt, dass eine gute Vorbereitung die halbe Miete ist.	For me, it also turned out that good preparation is half the battle.		1	3	2022-02-04 00:00:00	2
swp	4	2	1	Damit kann man sich viel Arbeit im Nachhinein ersparen.	It can save a lot of work afterwards.		1	3	0/5	0
swp	4	3	1	Es sind einige Sachen klar geworden, vor allem das eine klare Struktur und das aufbauen eines guten Datensatzes das wichtigste für unser Projekt war.	Some things became clear, especially that a clear structure and building a good data set was the most important thing for our project.		1	3	2/3/4/	2022-03-02 00:00:00
swp	4	4	1	Definitiv bin ich bin darüber bewusst geworden, dass ich früher mehr von Leuten verlangen kann.	Definitely I have become aware that I can ask more from people earlier.		1	3	2022-04-02 00:00:00	2
swp	4	4	1	Das werde ich in zuküftige Projekte mitnehmen, als eine Art Test der generellen Leistungsfähigkeit der Mitarbeitenden.	I will take this into future projects as a kind of test of the general performance of the employees.		1	3	5	5
swp	4	5	1	Bezogen auf das Thema des jeweiligen Projektes habe ich viel neues gelernt dazu gelernt und auch im Bereich Projektmanagement viele neue Kenntnisse sammeln können.	In relation to the topic of the respective project, I have learned a lot of new things and have also been able to gain a lot of new knowledge in the area of project management.		1	4	0/2	0
swp	4	5	1	Ich werde diese neue Erfahrungen definitiv für kommende Projekte mitnehmen.	I will definitely take this new experience with me for future projects.		1	4	5	5
swp	4	6	1	Wir haben viel gelernt.	We have learned a lot.		0	4	0	0
swp	4	6	1	Ich bin selbstbewusster in der Verwendung mit GIT geworden.	I have become more confident in using GIT.		1	4	2	2
swp	4	6	1	Man hätte die letzten Arbeiten besser auf die Tage davor aufteilen können.	It could have been better to divide the final work into the days before.		1	2	2022-04-02 00:00:00	4
swp	4	0	2	Das Projekt war kleiner als zunächst angenommen.	The project was smaller than initially anticipated.		1	3	0/2	0
swp	4	0	2	Ein Großteil der Arbeit lag in der Feature Extraction und dem Datapreprocessing.	Much of the work was in feature extraction and datapreprocessing.		0	3	0	0
swp	4	0	2	Die Implementierung hatte zwar auch ihre Hürden, allerdings waren diese generischerer Natur als z.B. das Datapreprocessing.	The implementation also had its hurdles, but these were of a more generic nature than e.g. the datapreprocessing.		1	6	2	2
swp	4	1	2	Das sehr späte Datenempfang war unerwartet und hat einige Probleme gemacht	The very late data reception was unexpected and caused some problems.		1	2	2	2
swp	4	2	2	Definitiv war die größte Herausforderung die Kommunikation mit der Polizei.	Definitely the biggest challenge was the communication with the police.		1	2	2	2
swp	4	2	2	Es hat gerne mal ein paar Tage gedauert eine Antwort auf Fragen zu erhalten und Test	It sometimes took a few days to get a response to questions and test		0	3	0	0
swp	4	2	2	Daten haben wir auch erst sehr spät bekommen.	We also received test data very late.		0	2	0	0
swp	4	2	2	Intern in unserer Gruppe war die Absprache die größte Herausforderung bzw die Einigung auf verschiedene Modelle oder Vorgehensweisen.	Internally in our group, the biggest challenge was the agreement on different models or procedures.		1	3	2	2
swp	4	2	2	Allerdings sind wir auch da schnell zu zufrieden stellenden Lösungen gekommen.	However, we quickly came to satisfactory solutions.		1	4	0/2	0
swp	4	3	2	Die Probleme fingen mit der Auswertung an.	The problems started with the evaluation.		1	2	2	0
swp	4	3	2	Die Zeit Setzung der Meilensteine war in Ordnung gewählt nur der letzte Meilenstein warf neue Fragen und Ansätze auf welche vorher nicht ein kalkulierbar waren und deshalb das Endergebnis geschmälert haben.	The timing of the milestones was fine, only the last milestone raised new questions and approaches that could not be calculated beforehand and therefore diminished the final result.		1	6	2022-03-02 00:00:00	3
swp	4	4	2	Abgesehen von der Selbstmotivation im Problemfall eines Teammitgliedes ist mir aufgefallen, dass in kleinen Team die hohe Varianz der täglichen Leistung stärker auffällt.	Apart from the self-motivation in the case of a problem of a team member, I noticed that in small teams the high variance of the daily performance is more noticeable.		1	2	2022-03-02 00:00:00	2
swp	4	5	2	Das Lösen von einigen Herausforderung brachte neue Probleme daher, die uns am Anfang nicht ersichtlich und auch nicht einfach zu lösen waren.	Solving some challenges brought new problems, which were not obvious to us at the beginning and were not easy to solve.		1	2	2	2
swp	4	5	2	Ebenfalls gab es Aufgaben die komplexer waren als ursprünglich gedacht.	There were also tasks that were more complex than originally thought.		1	2	2	2
swp	4	6	2	Es war schwierig zu entscheiden, welche Informationen wir in welches Dokument schreiben (Google Doc, Dokumentation.md, Präsi).	It was difficult to decide which information to put in which document (Google Doc, documentation.md, Präsi).		1	2	2	2
swp	4	0	3	Mustererkennung in animal behaviour stellte sich durch die Existenz eines guten Tools als sehr greifbar und leicht heraus.	Pattern recognition in animal behavior turned out to be very tangible and easy due to the existence of a good tool.		1	5	2022-03-02 00:00:00	3
swp	4	0	3	Bildererkennung war sehr gut eingebettet in ein Tool.	Image recognition was very well embedded in a tool.		0	5	2	2
swp	4	1	3	Die Wahrnehmung hat nicht viel geändert	Perception did not change much		0	3	0	0
swp	4	2	3	Meine Wahrnehmung hat sich dahingehend verändert, als dass die Arbeit mit Behörden noch schwieriger ist als anfangs vermutet.	My perception has changed in the sense that working with authorities is even more difficult than initially suspected.		1	1	2022-04-02 00:00:00	2
swp	4	2	3	Außerdem ist eine gute Vorarbeit und strukturiertes Arbeiten das wichtigste um ein Gelingen zu sichern.	Also, good groundwork and structured work is the most important to ensure success.		1	3	2/3/4/	2
swp	4	3	3	Die Art und Weise wie Machine Learning Model an die Themen herangeht um sie zu bewältigen und welche Faktoren dafür beachtet werden müssen hat sich bei mir verändert.	The way Machine Learning Model approaches the topics to master them and which factors have to be considered has changed for me.		1	3	2/3/4/	3
swp	4	3	3	Vor allem wie viele kleine Schritte zu beachten sind auf welcher Ebene beim Trainieren abläuft.	Especially how many small steps have to be considered on which level during training.		0	3	0	0
swp	4	4	3	Bei mir hat sich die Überzeugung gefestigt, dass deep learning ein sehr gutes Werkzeug dafür ist, gute Ergebnisse im Bereich computer vision zu liefern.	I have become convinced that deep learning is a very good tool for delivering good results in the field of computer vision.		1	5	2022-04-02 00:00:00	2
swp	4	4	3	Das Wissen über die genaue Anwendungsparameter von DL ist nicht so gefestigt, wie ich erwartet hätte.	The knowledge about the exact application parameters of DL is not as solid as I would have expected.		1	2	2	2
swp	4	5	3	Da das lösen von einigen Aufgaben neue Probleme mit daherbrachte, habe ich bemerkt wie Komplex doch die ganze Thematik ist.	As solving some tasks brought new problems, I realized how complex the whole topic is.		1	2	2022-02-03 00:00:00	2
swp	4	6	3	Es ist doch gar nicht so leicht zu lösen.	It is not so easy to solve.		0	2	2	1
swp	4	6	3	Für viele Zwischenaufgaben benötigt man mehr Zeit als ganz am Anfang gedacht.	For many intermediate tasks you need more time than you thought at the beginning.		1	3	2022-04-02 00:00:00	2
swp	4	0	4	Die Aufgabe war für uns Masterstudenten sehr greifbar und relativ leicht zu bewältigen.	The task was very tangible for us master students and relatively easy to master.		1	4	2	2
swp	4	1	4	Wahrscheinlich hat die Wahrnehmung im besseren Weg geändert, ich konnte mehr machen, als erwartet	Probably changed the perception in the better way, I could do more than expected		1	4	2	2
swp	4	2	4	Fast gar nicht.	Almost not at all.		0	3	0	0
swp	4	2	4	Es haben sich meine Vermutungen eher gefestigt.	It has rather strengthened my assumptions.		1	6	0/2	0
swp	4	2	4	Gelernt habe ich aber, dass ich doch etwas bessere Führungsqualitäten besitze als gedacht.	However, I learned that I do have somewhat better leadership skills than I thought.		1	4	2	2
swp	4	3	4	Meine Wahrnehmung hat sich nicht stark verändert, nur ein wenig verschoben.	My perception has not changed much, just shifted a little.		0	3	2022-04-02 00:00:00	2
swp	4	3	4	Das grobe schnell zu begreifen und damit gut umzugehen habe ich davor schon erwartet, nur die feinen Details bereiteten mir relativ große Schwierigkeiten was mir vorher nicht voll bewusst war.	I expected to be able to quickly grasp and deal with the rough stuff beforehand, but the fine details caused me relatively great difficulties, which I was not fully aware of beforehand.		1	6	2022-03-02 00:00:00	2
swp	4	4	4	Ich habe vorher gedacht, ich hätte ein besseres Menschenverständnis.	I thought before that I had a better understanding of people.		1	2	2	2
swp	4	4	4	Ein bisschen wurde dies von der vorher angesprochenen Problematik im Team durchgerüttelt.	A bit this was shaken by the previously mentioned problem in the team.		1	2	2	2
swp	4	4	4	Andererseits hat er möglicherweise nicht daran gehapert, dass ich die Problematik nicht gesehen habe, sondern dass ich mich damit nicht auseinander setzen wollte.	On the other hand, it may not have been because I didn't see the problem, but because I didn't want to deal with it.		1	2	3	3
swp	4	4	4	Hier würde ich mich verbessern vollen.	This is where I would improve full.		1	6	5	5
swp	4	5	4	Da ich mit mir vielen neuen Bibliotheken hantieren musste, konnte ich meine Kompetenz dahergehend verbessern.	Since I had to handle many new libraries to me, I could improve my competence therefore.		1	4	2022-03-02 00:00:00	2
swp	4	6	4	Die Wahrnehmung gegenüber meinen Kompetenzen ist ähnlich geblieben.	The perception towards my competences remained similar.		0	3	0/2	2
swp	4	6	4	Ich bin gut im kommunizieren	I am good at communicating		1	4	2	2
swp	4	0	5	Es gab teilweise wenig zu tun.	There was little to do in parts.		0	3	0/2	0
swp	4	0	5	Auf die Daten zu warten hat lang gedauert und diese zu Verarbeiten war mehr fleißarbeit als Problemlösung.	Waiting for the data took a long time and processing them was more hard work than problem solving.		1	2	0/2	0
swp	4	1	5	Befriedigend, das hat Spaß gemacht	Satisfactory, it was fun		1	4	1	1
swp	4	2	5	Ich habe mich erst sehr gut gefühlt, da vieles sich als einfacher herausgestellt hat als gedacht.	I felt very good at first, because a lot of things turned out to be easier than I thought.		1	5	2022-03-01 00:00:00	1
swp	4	2	5	Zum Schluss hat sich etwas Nervosität und Hektik breit gemacht als es dann der Deadline (finale Präsentation) entgegen ging.	At the end I felt a bit nervous and hectic as I approached the deadline (final presentation).		1	2	1	1
swp	4	2	5	Alles in allem bin ich aber sehr zufrieden und glücklich.	But all in all I am very satisfied and happy.		1	5	1	1
swp	4	3	5	Teilweise zufrieden, sauer bei Fehlschlägen oder komischen Ergebnissen und erleichtert bei kleinen Erfolgen.	Partly satisfied, pissed off at failures or strange results and relieved at small successes.		1	6	2022-02-01 00:00:00	2
swp	4	4	5	Ich habe mich selten gestresst gefühlt, während ich eine Aufgabe erledigt habe, was eine Überraschung war.	I rarely felt stressed while completing a task, which was a surprise.		1	4	2022-02-01 00:00:00	1
swp	4	4	5	Wenn ich mich an etwas gesetzt habe, dann kam ich relativ schnell in einen angenehmen flow rein und konnte den bis zur Beendigung der Zielsetzung und manchmal sogar drüber hinaus behalten.	When I set my mind to something, I got into a comfortable flow relatively quickly and was able to keep it until I finished the objective and sometimes even beyond.		1	4	2022-04-02 00:00:00	2
swp	4	4	5	Besonders letzeres hat dabei geholfen, weitere Ziele zu erfüllen, die nicht gesetzt waren aber geholfen haben.	Especially the latter helped to fulfill other goals that were not set but helped.		1	4	2	2
swp	4	5	5	Ich war froh die Aufgabe gelöst zu haben.	I was happy to have solved the task.		1	4	1	1
swp	4	6	5	Währenddessen hat es Spaß gemacht im Team zu arbeiten auch wenn es viel war.	Meanwhile, it was fun to work in the team even if it was a lot.		1	6	2022-02-01 00:00:00	1
swp	4	6	5	Danach war ich erleichtert.	Afterwards I was relieved.		1	4	1	1
swp	4	0	0	Hauptsächlich war ich alleine, man hat sich eher zur Besprechung von Problemen und weitere Vorgehensweise getroffen.	Mainly I was alone, they rather met to discuss problems and further procedures.		0	3	0	0
swp	4	0	0	Ich war m.E. so etwas wie der Team-Lead, wobei ich gen Ende auch mehr ins Schreiben des Codes involviert war.	In my opinion, I was something like the team lead, although towards the end I was more involved in writing the code.		1	3	2/3/4/	3
swp	4	0	0	Arbeit war zu 100% von zu Hause.	Work was 100% from home.		0	3	0	0
swp	4	1	0	Lernen, wie man die Methodik einer Arbeit versteht und in Code umsetzt	Learning how to understand the methodology of a work and how to implement it in code.		0	3	0	0
swp	4	2	0	Ich hab viel mit meinen Teamkollegen in Meetings verbracht um gemeinsam den Code zu optimieren und an der Dokumentation und der finalen Präsentation zu arbeiten.	Spent a lot with my teammates in meetings to tweak the code together and work on the documentation and final presentation.		0	3	0	0
swp	4	0	1	Ich habe ein wenig mehr über Python gelernt und einiges über ML, was sehr interessant ist.	I learned a little more about Python and some about ML, which is very interesting.		1	4	2022-02-01 00:00:00	2
swp	4	0	1	Generell nehme ich vermutlich leider nicht sehr viel für meine Zukunft mit, aber wer weiß.	In general, I'm probably not taking away very much for my future, unfortunately, but who knows.		1	2	2022-05-02 00:00:00	5
swp	4	0	1	Ich hätte mich anfangs besser in das Thema ML einarbeiten können.	I could have done a better job of learning about ML in the beginning.		1	2	2022-04-02 00:00:00	4
swp	4	1	1	gelernt, wie man verschiedene Bibliotheken benutzt, die Methodik des Papiers gelesen und in Code umgesetzt hat.	learned how to use different libraries, read the methodology of the paper and implemented it in code.		1	3	0	0
swp	4	1	1	das ist	that is		0	3	0	0
swp	4	1	1	in der Praxis sehr gut anwendbar	very applicable in practice		0	5	0/2	0
swp	4	2	1	Ich habe viel gelernt darüber wie man in einem Team ein Softwareprojekt angeht.	I learned a lot about how to approach a software project in a team.		1	3	0	0
swp	4	2	1	Ich bin sehr stolz auf das Ergebnis und da ich viel gelernt habe, denke ich nicht das ich etwas anders gemacht hätte.	I am very proud of the result and since I learned a lot, I don't think I would have done anything differently.		1	5	2/3/4/	4
swp	4	0	2	Einiges hat länger gedauert als erwartet, mehr ist schief gelaufen als gehofft.	Some things took longer than expected, more went wrong than I had hoped.		1	2	2022-04-03 00:00:00	4
swp	4	0	2	Auch die Kommunikation war nicht immer leicht.	Also the communication was not always easy.		0	2	2	2
swp	4	0	2	Stellenweise war auch die Arbeitsmoral etwas niedrig...	At times the work ethic was also a bit low....		0	2	2022-02-01 00:00:00	1
swp	4	1	2	Unser Zeitplan	Our schedule		0	3	0	0
swp	4	1	2	richtig war und wenig bis keine Schwierigkeiten auftraten, war das Problem selbst eine Herausforderung, aber wir haben es gelöst.	was correct and there were little to no difficulties, the problem itself was a challenge, but we solved it.		0	6	2	2
swp	4	2	2	Die größten Schwierigkeiten hatten mit der Kommunikation mit der Polizei zu tun.	The biggest difficulties had to do with communicating with the police.		1	2	2	2
swp	4	2	2	Alles war immer ein großer bürokratischer Akt.	Everything was always a big bureaucratic act.		1	2	0/2	0
swp	4	0	3	Ich habe mehr Insight über das Thema ML bekommen, was mich etwas neue Perspektiven sehen lässt.	I got more insight about the ML issue, which let me see some new perspective.		1	3	2/3/4/	2022-03-02 00:00:00
swp	4	1	3	Ich fand es einfach interessanter, als ich es besser verstanden habe.	I just found it more interesting when I understood it better.		1	4	2022-04-02 00:00:00	2
swp	4	2	3	Das einzige was sich in meiner Wahrnehmung geändert hat ist, dass die Bürokratie bei der Polizei noch viel schlimmer ist als ich gedacht hätte.	The only thing that changed in my perception is that the bureaucracy in law enforcement is much worse than I would have thought.		1	1	2022-04-02 00:00:00	2
swp	4	0	4	Kaum.	Hardly.		0	3	0	0
swp	4	1	4	Ich bin jetzt zuversichtlicher, was das Lesen und Reproduzieren von Papiercode angeht.	I'm more confident now about reading and reproducing paper code.		1	4	2	2
swp	4	2	4	Ich glaube da bin ich eigentlich gut im Bilde.	I think I'm actually well in the picture.		1	4	2	2
swp	4	0	5	Häufig frustriert und genervt.	Often frustrated and annoyed.		0	1	1	1
swp	4	0	5	Aber auch ab und zu stolz oder Spaß beim coden.	But also occasionally proud or fun to code.		0	4	1	1
swp	4	1	5	Ich bin mit den Ergebnissen zufrieden und habe mehr Vertrauen in meine Fähigkeiten.	I'm happy with the results and more confident in my abilities.		1	4	2	2
swp	4	2	5	Nur Stress weil es so lange gedauert hat Daten zu bekommen.	Just stressing because it took so long to get data.		0	2	1/2/3/	1
