class_id	student_id	sentence_id	sentence	one hot	Label
FAU	48	3	Die Thematik an sich ist sehr umfassend und ‚richtige‘ Diagnostik, die ohne Urteilsfehler und bei Wahrung der Gütekriterien erfolgt ist meinen Beobachtungen zu Folge eher die Ausnahme als die Regel.		
FAU	48	4	Doch das liegt vielleicht nicht an mangelnder Leistungsbereitschaft von Lehrkräften, sondern an der mangelnden Aufklärung und der Komplexität der Thematik.		
FAU	48	5	Außerdem wird Lehrkräften nach der Ausbildung oft selbst überlassen, wie Leistungen erhoben werden, ohne beispielsweise einen Austausch unter Kolleg*innen zu fordern oder Hilfestellung in diesem Bereich zu geben.		
FAU	48	6	Das Thema an sich war schwierig aufzufassen –		
FAU	48	7	hierbei wäre eine Präsenzvorlesung oder ein Seminar mit praktizierenden Lehrkräften mehr als hilfreich gewesen, um auch wirklich einen Praxisbezug zu bieten.		
FAU	48	8	Im Moment wirkt es sehr schwierig auf mich, zu diagnostizieren und Schüler*innen individuell und doch als Klasse im Lernprozess zu begleiten und fördern.		
FAU	48	9	"


Reflexion zur Situation während der Bearbeitung der Thematik:"		
FAU	48	10	"
-Wie bin ich mit den Lerninhalten zu Recht gekommen?
"		
FAU	48	11	-Wie bin ich mit der schriftlichen Aufgabe zu Recht gekommen?		
FAU	48	12	"

"		
FAU	48	13	Während der Bearbeitung fiel es mir schwerer auf die Sekundärliteratur zurückzugreifen.		
FAU	48	14	In der aufgenommenen Vorlesung wurde die Thematik wenigstens ein bisschen anschaulich erklärt, doch in der bereitgestellten Literatur war für mich persönlich kein roter Faden zu finden (im Bezug auf die Bearbeitung der Fragestellung).		
FAU	48	15	Die Analyse der Urteilsfehler war besonders spannend, doch für die Verbesserungsvorschläge brauche ich noch mehr Input.		
FAU	48	16	Außerdem ist das Fach der Mathematik ein spezieller Fall – hier muss anders diagnostiziert werden als in meinen Studienfächern Englisch, Geographie und Sozialkunde.		
FAU	48	17	Dennoch ist es auch wichtig für mich zu wissen, dass umfassende Diagnostik in allen Bereichen stattfinden kann und muss.		
FAU	48	18	Hierbei sind Anpassung und Austausch mit anderen Studierenden/Lehrkräften sinnvoll.		
FAU	48	19	"




Reflexion zur Situation nach der Bearbeitung der Thematik:"		
FAU	48	20	"
"		
FAU	48	21	"-Wie bin ich mit den Lerninhalten zu Recht gekommen?
-Wie bin ich mit der schriftlichen Aufgabe zu Recht gekommen?
"		
FAU	48	22	Pädagogische Diagnostik ist eine spannende Herausforderung und ich muss noch viel Lernen, bevor ich selbst diagnostizieren kann.		
FAU	48	23	Ich würde mir hierbei eine positive Fehlerkultur seitens der Schulleitung und des Kollegiums wünschen, denn nur so kann man sich untereinander austauschen und verbessern.		
FAU	48	24	Die schrifltiche Ausarbeitung fiel mir sehr viel schwerer als in der Thematik Klassenmanagement und Unterrichtsstörungen, da dies für mich greifbarer und weniger abstrakt war.		
FAU	48	25	Ich hoffe in Zukunft noch mehr Wissen über fachspezifisches Diagostik zu erhalten, um souverän, fair und erfolgreich unterrichten zu können.		
FAU	49	0	Reflexion zur Situation vor der Bearbeitung der Thematik		
FAU	49	1	Einführung in die Pädagogische Diagnostik		
FAU	49	2	"

"		
FAU	49	3	Wie bei der letzten Aufgabe, bin ich motiviert an die Aufgabe herangegangen.		
FAU	49	4	Doch dieses Mal fand ich das Themengebiet schwieriger als vorher, doch trotzdem interessant.		
FAU	49	5	Durch die Vorlesungsaufzeichnungen war ich gut vorbereitet und konnte mich mit einem guten Gefühl an die Aufgabe machen.		
FAU	49	6	"Ich wusste nach dem Durchlesen auch sofort, was mit den Aufgaben gemeint ist.

Reflexion"		
FAU	49	7	zur		
FAU	49	8	Situation		
FAU	49	9	während der Bearbeitung der Thematik		
FAU	49	10	Einführung in die Pädagogische Diagnostik		
FAU	49	11	"

"		
FAU	49	12	Ich war konzentriert an der Aufgabe gesessen und hatte viel Spaß beim skizzieren, was pädagogische Diagnostik ist.		
FAU	49	13	"Ich kam gut zurecht, allerdings fiel mir die 2. Aufgabe recht schwierig alles dazu zu finden und auf das Blatt zu schreiben.

Reflexion zur Situation nach der Bearbeitung der Thematik Einführung in die Pädagogische Diagnostik"		
FAU	49	14	Mein Kompetenzstand ist hoch und ich konnte viel neues Wissen erwerben.		
FAU	49	15	Meine Lösung bei Aufgabe eins, erachte ich als gut.		
FAU	49	16	Bei Aufgabe zwei habe ich einige wichtige Punkte gefunden, doch vieles wurde mir auch erst durch die Lösung bewusst.		
FAU	49	17	Ich bin letztendlich mit meiner Leistung zufrieden und bewerte alles in allem als eine schöne Arbeit.		
FAU	50	0	Situation VOR der Bearbeitung der Aufgabe		
FAU	50	1	"
§Motivation: mittelmäßig è Aufgabe schreit nach Bearbeitung, aber Word nicht mein Lieblingsprogramm
§"		
FAU	50	2	Interesse		
FAU	50	3	am		
FAU	50	4	Thema		
FAU	50	5	:		
FAU	50	6	"sehr hoch (Verinnerlichung der verschiedenen diagnostischen Mittel, damit ich das später im Berufsleben in diesem Ausmaß möglichst vermeiden kann)
"		
FAU	50	7	§		
FAU	50	8	"Vorbereitung: gut, ich habe aber alle Prompts des inhaltlichen Teils benutzt, damit ich eine Vorstellung habe, was welche Gliederung möglich ist und welche Literatur wo am sinnvollsten einzusetzen ist
"		
FAU	50	9	§		
FAU	50	10	Aufgabenstellung: klar		
FAU	50	11	"
Situation"		
FAU	50	12	WÄHREND der Bearbeitung der Aufgabe		
FAU	50	13	"
§Spaß:"		
FAU	50	14	mittel (andere Aufgabe hat mehr Freude bereitet zu Bearbeiten evtl.		
FAU	50	15	auch weil bei dieser Aufgabe die Lehrkraft bereits „versagt“ hat)		
FAU	50	16	"
§Konzentration: hoch"		
FAU	50	17	"
"		
FAU	50	18	"§Thematik: gut zurechtgekommen, nach Verwendung der Prompts
§"		
FAU	50	19	Aufgabenstellung		
FAU	50	20	:		
FAU	50	21	verständlich, z. t. auch etwas abschreckend, da das Ausmaß an schlechten Noten sehr groß war		
FAU	50	22	"è Motivation Diagnostik später mal nicht zu kurz kommen zu lassen
"		
FAU	50	23	Situation		
FAU	50	24	NACH der Bearbeitung der Aufgabe		
FAU	50	25	"
§Kompetenzstand:"		
FAU	50	26	mittel-hoch (Einschätzung/ Lösung zu der Aufgabe wäre cool gewesen um dies zu beurteilen)		
FAU	50	27	"
"		
FAU	50	28	"§Beurteilung meiner Lösung: sinnvoll
"		
FAU	50	29	§Beurteilung gesamte Lerneinheit: sehr wichtig		
FAU	51	0	"Reflexion zur Situation vor der Bearbeitung der Thematik (Pädagogische Diagnostik):

"		
FAU	51	1	Ich bin positiv gestimmt an die Aufgabe herangegangen.		
FAU	51	2	Da mich das Thema Klassenmanagement und der Umgang mit Störungen sehr interessiert, weil ich dies für meinen späteren Beruf auch benötigen werde, war ich voller Tatendrang diese Aufgabe zu bearbeiten.		
FAU	51	3	"

Reflexion zur Situation während der Bearbeitung:

Mit den Inhalten der Aufgabe und den gegebenen Materialien bin ich gut zurechtgekommen."		
FAU	51	4	Durch mein Interesse an diesem Thema war ich auch sehr motiviert.		
FAU	51	5	Mit der Verschriftlichung der Aufgabe bin ich zu Beginn ein wenig ins stolpern geraten, wodurch ich die Tipps zur Hilfe genommen habe.		
FAU	51	6	Nachdem ich mir die Tipps angesehen habe, bin ich besser mit der Aufgabenstellung klar gekommen und konnte die Aufgabe mit guten Ideen bearbeiten.		
FAU	51	7	"

Reflexion zur Situation nach der Bearbeitung:

Ich bin mit meinen Lernergebnissen sehr zufrieden."		
FAU	51	8	Ich konnte mich gut in die Situation und somit auch in die beschriebene Lehrkraft hineinversetzen.		
FAU	51	9	"Ich denke ich bin auch dazu fähig Störungen oder Konflikte verbal angemessen zu beseitigen und zu beheben. 
"		
FAU	51	10	Mit meinem Ergebnis der Verschriftlichung bin ich teils zu frieden.		
FAU	51	11	Teils aber auch nicht, da ich in dem Erwartungshorizont noch Ansätze und Ideen gefunden habe, die in meiner Arbeit jedoch nicht vorgekommen sind.		
FAU	52	0	"Im Folgenden werden Fragen beantwortet, die die Reflexion zur Situation
vor/während/nach der Bearbeitung der Thematik widerspiegeln."		
FAU	52	1	" 
"		
FAU	52	2	"Reflexion zur Situation vor der Bearbeitung der Thematik Einführung in die
Pädagogische Diagnostik (Lerninhalte, schriftliche Aufgaben,...): 
"		
FAU	52	3	"Wie motiviert bin ich an die Aufgabe herangegangen? 
"		
FAU	52	4	"Ich bin mäßig motiviert an die Aufgabe herangegangen, da ich wusste, dass
die Pädagogische Diagnostik ein sehr komplexer Punkt der Schulpädagogik
ist."		
FAU	52	5	"Trotzdem habe ich versucht die komplexen Themen zu verstehen und die
Fragestellungen bestmöglich zu bearbeiten."		
FAU	52	6	" 
"		
FAU	52	7	"Wie sehr interessierte mich die Thematik Einführung in die Pädagogische
Diagnostik? 
"		
FAU	52	8	"Die Thematik interessierte mich zuerst nicht besonders, da es sich um ein
sehr vielseitiges und komplexes Thema handelte."		
FAU	52	9	"Es gibt viele kleine
Änderungen am Wort, die eine ganz neue Bedeutung und Definition mit sich
bringen."		
FAU	52	10	"Aus diesen Gründen hatte ich vor der Bearbeitung ziemlich Respekt
vor der Thematik.  
"		
FAU	52	11	"Wie gut habe ich mich auf die Aufgabe vorbereitet gefühlt?  
Durch die Vorlesungen aber auch die Skripte habe ich bereits einiges im
Vorhinein erfahren."		
FAU	52	12	"Somit wusste ich was mich grob erwartet, da die
Aufgabenstellung sich diesmal spezifisch auf die Vorlesung bezogen hat."		
FAU	52	13	" 
"		
FAU	52	14	"Durch das Fallbeispiel konnte man sich dann selbst testen was man schon
verstanden hat."		
FAU	52	15	" 
Habe ich verstanden, was ich bei den Aufgaben erledigen sollte?"		
FAU	52	16	" 
"		
FAU	52	17	"Im Groben und Ganzen habe ich gut verstanden, was ich bei den Aufgaben
erledigen sollte, da sich die Erste Teilaufgabe auf die Vorlesung bezog
konnte man dort die Meisten und Wichtigsten Informationen herholen.  
Die andren Teilaufgaben bezogen sich dann auf das Fallbeispiel waren auf
auch relativ gut formuliert."		
FAU	52	18	"An21Er
Reflexion zur Situation während der Bearbeitung der Thematik"		
FAU	52	19	"Einführung in
die Pädagogische Diagnostik (Lerninhalte, vor allem schriftliche Aufgabe,...): 
Was hat mir bei der Bearbeitung besonders Spaß gemacht?"		
FAU	52	20	" 
"		
FAU	52	21	"An der Bearbeitung hat mir Spaß gemacht, dass es wieder ein Fallbeispiel
gab."		
FAU	52	22	"So konnte man sich selbst in die Lage der Lehrerin versetzen und sich
dich Frage stellen „Was würde ich in dieser Situation machen?“.  
War ich beim Arbeiten konzentriert?  
"		
FAU	52	23	"Beim bearbeiten dieser Aufgabe war ich sehr konzentriert, da das Nachlesen
der Literaturquellen bei einem solch anspruchsvollen Thema viel
Konzentration abverlangt.  
"		
FAU	52	24	"Wie bin ich mit der schriftlichen Aufgabe zur Thematik Einführung in die
Pädagogische Diagnostik zu Recht gekommen?  
"		
FAU	52	25	"Zuerst bin ich nicht so gut mit der schriftlichen Aufgabe zurecht gekommen,
da zuerst die ganzen Fachbegriffe für mich geklärt werden mussten."		
FAU	52	26	"Danach
hatte ich einen guten Überblick über das Thema Einführung in die
Pädagogische Diagnostik."		
FAU	52	27	" 
"		
FAU	52	28	"Wie komme ich mit der gesamten Aufgabenstellung (selbstständiges Lernen
auf StudOn, Bearbeitung schriftlicher Aufgaben, Anfertigen von Reflexionen)
zur Einführung in die Pädagogische Diagnostik zu Recht?  
"		
FAU	52	29	"Da ich Prinzip der Aufgabenstellung auf StudOn bereits von der vorherigen
Übung kannte war es nicht mehr schwer das Layout zu verstehen."		
FAU	52	30	"Aber man
muss sagen es war dieses Mal wichtig die Prompts für die Aufgabe zu
nutzen, diese gaben mir dann wichtige Impulse um die Anforderungen zu
meistern."		
FAU	52	31	" 
"		
FAU	52	32	An21Er		
FAU	52	33	"
Reflexion zur Situation nach der Bearbeitung der Thematik Einführung in die
Pädagogische Diagnostik (Lerninhalte, vor allem schriftliche Aufgabe,...): 
Wie beurteile ich meinen Kompetenzstand zum Thema Einführung in die
Pädagogische Diagnostik am Ende der Lerneinheit?"		
FAU	52	34	" 
Mein Kompetenzstand hat sich im Laufe der Bearbeitung sehr gesteigert, da
ich durch genaues Lesen der Literaturquellen aber auch durch wiederholtes
hören der Vorlesung, zu diesem Thema, viel Wissen angeeignet habe."		
FAU	52	35	" 
"		
FAU	52	36	"Wie beurteile ich meine Lösung zur schriftlichen Aufgabe? 
"		
FAU	52	37	"Meine Lösung beurteile ich als stimmig zur Musterlösung, aber dort wurden
noch mehr Literaturquellen hergezogen, was dann auch bedeutet hat, dass
die Musterlösung ausführlicher und komplexer war."		
FAU	52	38	"Trotzdem habe ich die
richtigen Diagnosen erkannt und ausgehend von meinem Empfinden an das
Fallbeispiel angewandt.  
Wie beurteile ich, da ich nun fast am Ende bin, meine Reflexion? 
Die Reflexion hat mir gezeigt, dass ich nun besser mit dem Thema
Einführung in die Pädagogische Diagnostik vertraut bin."		
FAU	52	39	"Gut fand ich, dass
ein Fallbeispiel in der Aufgabenstellung zu bewältigen war."		
FAU	52	40	"So konnte ich
gleich üben, wie man in der Praxis reagiert hätte."		
FAU	52	41	"Auch habe ich mich mein
konzentriertes Arbeiten verbessert und ließ mich nicht mehr leicht von
unwichtigen Informationen ablenken.  
"		
FAU	52	42	"Wie beurteile ich abschließend meine gesamte Lerneinheit zur Thematik
Einführung in die Pädagogische Diagnostik?  
"		
FAU	52	43	"Am Anfang hatte ich bedenken, ob ich dieser Thematik schon gewachsen
bin, aber im Laufe des Arbeitsprozesses begriff ich Einführung in die
Pädagogische Diagnostik immer besser."		
FAU	52	44	"Natürlich hatte ich noch ein paar
Schwierigkeiten bei den unterschiedlichen Modelle und Literaturquellen, ich
hoffe im Laufe des Semester all diese gut zu verstehen und anwenden zu
können"		
FAU	53	0	Ich habe bei dieser Aufgabe mit dem zweiten Aufgabenteil begonnen, da ich mir noch nicht sicher war, wie ich das Feld der Pädagogischen Diagnostik strukturieren und darstellen will.		
FAU	53	1	Für den zweiten Aufgabenteil habe ich mir anfangs Notizen gemacht und diese mit zeitlichem Abstand überarbeitet (gekürzt, erweitert) und anschließend unter Zuhilfenahme der Präsentationsfolien ausformuliert.		
FAU	53	2	Nachdem ich selbst als Schülerin Lehrer wie Frau Klammer hatte, bei denen man nicht das Gefühl hatte, man sei gesehen – im Gegenteil.		
FAU	53	3	Man wurde anders, besser eingeschätzt, als man tatsächlich in diesem Fach war.		
FAU	53	4	Dies führte dazu, dass man sich oft nicht getraut hat, Fragen zu stellen.		
FAU	53	5	Andere Lehrer haben das eben so gehandhabt, wie ich es in meinem Lösungsvorschlag formuliert habe.		
FAU	53	6	Hier waren alle Schüler im Unterricht aufmerksam, hatten meistens gute Noten, keine Angst aber doch Respekt vor den Lehrern – und so sollte es bestenfalls auch bei Frau Klammer ablaufen.		
FAU	53	7	Aufgrund dieser eigenen Vorerfahrung habe ich mich sehr gerne mit dem Thema – auch im Hinblick auf wissenschaftliche Literatur befasst.		
FAU	54	0	Vor der Bearbeitung habe ich mir de Folien zu dem Thema genau durchgelesen und mir meine Gedanken dazu gemacht.		
FAU	54	1	"Als ich dann die Aufgabenstellung gesehen habe, habe ich mir zu der ersten Aufgabe ein paar Stichpunkte gemacht was ich in meinen Text schreiben möchte. 
"		
FAU	54	2	Währen der Bearbeitungsphase habe ich nun angefangen meine Stichpunkte auszuformulieren und meine eigenen Gedanken noch mit einzubringen.		
FAU	54	3	"Ich habe mir Gedanken gemacht wie ich in solchen Situationen Handeln würde und welche Schritte ich als nächstes wählen sollte. 
"		
FAU	54	4	Nach der Bearbeitung der Aufgaben und nachdem ich das Feedback gelesen hatte, ich mir aufgefallen, dass ich etwas an der Fragestellung vorbeigearbeitet habe.		
FAU	54	5	Ich bin leider nicht so in die Tiefe des Themas der Diagnostik gegangen, wie es auf der Vorlage stand.		
FAU	54	6	Ebenfalls ist mir aufgefallen, dass ich die Problematik mit dem Beschweren der Schüller völlig vergessen habe.		
FAU	54	7	Hierzu möchte ich jetzt noch antworten, dass meiner Meinung nach über den Test noch mal ein Kollege des Faches schauen könnte, da der die Situation eventuell wieder anders sieht und einschätzt.		
FAU	54	8	Zum jetzigen Zeitpunkt finde ich das das eine eher schwierige Aufgabe ist, wie ich als Lehrer in solch einer Situation reagieren würde.		
FAU	54	9	Zum einen Ist der Lehrer dafür verantwortlich den Unterricht ansprechend zu gestalten und Themen so zu erklären, dass alle es verstehen.		
FAU	54	10	Andererseits ist es aber auch dem Schüler seine Aufgabe den Stoff zu wiederholen und zu Lernen, auch wenn es eventuell nicht sein Lieblingsfach ist.		
FAU	55	0	"Wie bin ich an die Arbeitsphase herangegangen?
Zuerst habe ich mich über die Aufgabenstellung informiert und ein Brainstorming gestartet, ich habe alles aufgeschrieben, was mir in den Sinn gekommen ist."		
FAU	55	1	Anschließend habe ich mir einen Überblick verschafft, wie ich vorgehen möchte und mir eine Gliederung geschrieben.		
FAU	55	2	"Daraufhin habe ich mir die Tipps durchgelesen und mit meinen Notizen verglichen bzw. diese ergänzt.

Welche Erfahrungen habe ich beim Bearbeiten gesammelt?
Grundsätzlich fand ich die Aufgabe sehr interessant, aber ziemlich anspruchsvoll."		
FAU	55	3	Mir viel es oft schwierig „Grenzen“ zwischen den relevanten und eher weniger relevanten Theorien zu ziehen.		
FAU	55	4	An sich war sowohl die Aufgabe als auch die Theorie verständlich, jedoch überlappt die Theorie bzw. weist fließende Übergänge auf, was es mir deutlich erschwerte die relevante Theorie heraus zu finden.		
FAU	55	5	"

"		
FAU	55	6	"Wie beurteile ich mein Lernergebnis?
"		
FAU	55	7	Ich habe mich auf jeden Fall stets bemüht.		
FAU	55	8	dennoch bin ich nicht ganz von meiner Arbeit überzeugt.		
FAU	55	9	Bei der Anwendung bin ich der Meinung, dass ich genau das formuliert habe, was in der Aufgabenstellung verlangt wurde, jedoch kommen bei der Darstellung der Theorie Zweifel auf, da diese eventuell lückenhaft sein könnte.		
FAU	55	10	Im Großen und Ganzen bin ich zufrieden mit meiner Arbeit und hoffe, dass sie den Anforderungen entspricht.		
FAU	56	0	"Reflexion zur Situation vor der Bearbeitung der Thematik
"		
FAU	56	1	Zu Beginn ist meine Vorfreude groß gewesen, da dies die erste Hausarbeit in meinem neuen Studentenleben wird.		
FAU	56	2	Somit ging ich mit viel Euphorie an die Aufgabe ran.		
FAU	56	3	Für die sachgerechte Bearbeitung las ich mir alles genauestens durch und notierte mir wichtige Punkte.		
FAU	56	4	Hierbei halfen mir die Vorlesungsfolien- & videos sehr.		
FAU	56	5	Die angeführte Literatur nahm ich mir als zusätzliche Hilfe.		
FAU	56	6	"Somit fühlte ich mich zu Genüge vorbereitet.

Reflexion zur Situation während der Bearbeitung der Thematik
"		
FAU	56	7	Zunächst habe ich mir die wichtigen Definitionen rausgesucht und stichpunktartig niedergeschrieben.		
FAU	56	8	Dabei verwendete ich die bereitgestellten Materialien und meine Übersicht vervollständigte sich.		
FAU	56	9	Danach analysierte ich das Fallbeispiel und dadurch bot sich mir eine gute Gelegenheit die Situation sachgerecht und objektiv zu reflektieren.		
FAU	56	10	"

"		
FAU	56	11	"Reflexion zur Situation während nach Bearbeitung der Thematik
Wie bereits erwähnt führte der zweite Teil der Aufgabe zu persönlichem Nachdenken."		
FAU	56	12	Dabei wurde mir bewusst, dass eine Situation facettenreicher sein kann als sie einem zunächst erscheint.		
FAU	56	13	Somit weiß ich nun, dass man mehrere Sachen als Lehrkraft zu bedenken hat und ständig reflektieren sollte.		
FAU	56	14	Im großen und ganzen bin ich mit meiner Ansicht der Bearbeitung zufrieden.		
FAU	57	0	"Themenbereich 5 „Einführung in die pädagogische Diagnostik“
·Reflexion zur Situation vor der Bearbeitung der Thematik:"		
FAU	57	1	Als erstes habe ich mich mit den Vorlesungsfolien vertraut gemacht und mir die Videoaufzeichnung angesehen.		
FAU	57	2	Das Thema hat mich interessiert, weshalb ich motiviert mit der Aufgabe begonnen habe.		
FAU	57	3	"Die Aufgabenstellung habe ich verstanden.
·"		
FAU	57	4	"Reflexion zur Situation während der Bearbeitung der Thematik:
"		
FAU	57	5	Mit den Lerninhalten bin ich gut zurechtgekommen.		
FAU	57	6	Ich fand sie verständlich und konnte sie auf das Fallbeispiel anwenden.		
FAU	57	7	Beim Teil 1 der Aufgabe, habe ich zunächst das Feld der pädagogischen Diagnostik strukturiert, beim zweiten Teil habe ich versucht, mich selber in die beschriebene Situation hineinzuversetzen, um so einen geeigneten Blickwinkel auf die Situation zu bekommen.		
FAU	57	8	"Dann habe ich versucht, die gelernte Theorie bestmöglich auf das Fallbeispiel anzuwenden.
·"		
FAU	57	9	"Reflexion zur Situation nach der Bearbeitung der Thematik:
"		
FAU	57	10	Insgesamt ist mir die Herangehensweise bei dieser Aufgabe leichter gefallen, da ich schon von den Aufgaben zu Themenbereich 4 wusste, wie ich vorgehen kann.		
FAU	57	11	Bestimmt hätte ich meine Ausarbeitung an manchen Stellen noch etwas ausführlicher schreiben können.		
FAU	57	12	Teilweise war ich mir auch nicht ganz sicher, wie ich den zweiten Teil der Aufgabe strukturieren soll.		
FAU	57	13	Insgesamt bin ich aber zufrieden mit meinem Ergebnis, da ich auf die wichtigsten Punkte eingegangen bin.		
FAU	57	14	Meinen Kompetenzstand beurteile nach Abschluss der Lerneinheit als gut.		
FAU	58	0	Dank der bereitgestellten Vorlesungsinhalte zum 5.Themenbereich war die Aufgaben Bearbeitung für mich gut möglich.		
FAU	58	1	Allerdings viel mir Aufgabe 1 schwieriger als Aufgabe 2, auf Grund fehlender Erfahrung.		
FAU	58	2	Insgesamt hatte ich dennoch das Gefühl, mit Hilfe der zur Verfügung gestellten Mittel, ausreichend vorbereitet zu sein.		
FAU	59	0	"Herangehensweise:
Da ich in die erste Aufgabe sehr viel Zeit investiert habe, ist es mir erneut schwergefallen, mich für die Aufgabenbearbeitung aufzuraffen."		
FAU	59	1	Obwohl es bereits die zweite Studienleistung war, bin ich zunächst die Hinweise auf StudOn durchgegangen, um zu wissen, worauf es ankommt und nichts zu vergessen.		
FAU	59	2	Wieder denke ich, die Prompts hätten von vornherein in der Aufgabenstellung gegeben sein können, um die erwartete Leistung zu konkretisieren.		
FAU	59	3	"

"		
FAU	59	4	"Erfahrungen: 
Die Erfahrungen waren die gleichen, wie auch bei der ersten Aufgabe, nur dass der Umfang erheblich größer war und ich mir zunächst die knapp 100 Folien strukturieren musste."		
FAU	59	5	Da die Aufgabenstellung Zitation von bestimmten Folien erfordert hat, gelang es mit, die Inhalte nochmal in eigene Worte zu fassen und vor dem Hintergrund eines realistischen Fallbeispiels zu verinnerlichen.		
FAU	59	6	Dieses Hineindenken in das Unterrichtsszenario sorgte bei mir für eine hohe Konzentration während des Schreibens, wodurch der Zeitaufwand aber erneut sehr hoch war.		
FAU	59	7	"

Lernergebnis:
Insgesamt bin ich mit meiner Aufgabenbearbeitung zufrieden."		
FAU	59	8	Ich habe die Fragestellungen grundlegend richtig beantwortet und hätte nur an manchen Stellen genauer sein müssen.		
FAU	59	9	Die richtige Herangehensweise habe ich den Hinweisen auf StudOn zu verdanken, die ich sehr hilfreich finde.		
FAU	59	10	"Bei der Strukturierung des Feldes habe ich ganz richtig mit den diagnostischen Entscheidungsfeldern begonnen, bin im Folgenden aber nicht weiter auf die Arten der Leistungsbeurteilung, auf die Evaluationsforschung und die Formen der Leistungsmessung eingegangen.
Bei der zweiten Aufgabe habe ich mich zu sehr auf die informellen Abfragen als diagnostische Vorgehensweise versteift und habe die geschriebene Klassenarbeit außen vor gelassen."		
FAU	59	11	Auch hier hätte ich noch viel weiter ausholen können, habe mich jedoch auf einige wesentliche Informationen beschränkt.		
FAU	59	12	Die Begründung am Ende ist dabei zu kurz gekommen.		
FAU	59	13	"
Leider war der zeitliche Abstand zwischen meiner Aufgabenbearbeitung und der Reflexion zu groß."		
FAU	59	14	Daher konnte ich mich nur noch schwach an die Aufgaben und meine Lösungen erinnern, wodurch es mir schwerer gefallen ist als beim letzten Mal, meine Vorgehensweise zu reflektieren.		
FAU	59	15	Umso deutlicher habe ich gemerkt, wie viel es bringt, durch die schriftliche Reflexion die Inhalte ein weiteres Mal zu wiederholen.		
FAU	59	16	Dementsprechend zufrieden schließe ich nun auch meine Bearbeitung ab.		
FAU	60	0	Reflexion zur Situation vor der Bearbeitung der Thematik		
FAU	60	1	Einführung in die Pädagogische Diagnostik		
FAU	60	2	"
Zuversichtlich da schon Vorwissen bestand."		
FAU	60	3	"
"		
FAU	60	4	Reflexion zur Situation während der Bearbeitung der Thematik		
FAU	60	5	Einführung in die Pädagogische		
FAU	60	6	"
Diagnostik
Zuerst etwas Unklarheiten da es sich um eine große Menge Stoff handelte, jedoch nach
durcharbeiten des Stoffen waren keine Probleme für die Berbeitung ehr vorhanden"		
FAU	60	7	"
"		
FAU	60	8	Reflexion zur Situation nach der Bearbeitung der Thematik		
FAU	60	9	Einführung in die Pädagogische Diagnostik		
FAU	60	10	"
Zufrieden mit dem Abgegebenen"		
FAU	61	0	Reflexion zur Situation vor der Bearbeitung der Thematik		
FAU	61	1	Einführung in die Pädagogische Diagnostik:		
FAU	61	2	"

"		
FAU	61	3	Die Thematik Pädagogische Diagnostik wirkte vor der Bearbeitung sehr abstrakt (vor allem im direkten Vergleich zum Thema Klassenmanagement und Umgang mit Störungen).		
FAU	61	4	Trotzdem war ich aufgrund der vorher positiven Erfahrung mit dem E-Mini-Portfolio motiviert, mich auch mit diesem Thema auseinanderzusetzen.		
FAU	61	5	Als ich tiefer in die Thematik einstieg wurde auch mein Interesse an dem Thema größer, da es für mich eine präsente Thematik darstellt, mit der ich mich (auch in meiner Schulzeit) sehr gut identifizieren konnte.		
FAU	61	6	Während der Erarbeitung des Themengebietes nutze ich die Lernmöglichkeiten des eingestellten Videos, der Folien und ausgewählter Literatur, die mich interessierte.		
FAU	61	7	Auf dieser Grundlage fühlte ich mich wieder gut vorbereitet auf die nachfolgende Bearbeitung der Aufgabenstellung zur Thematik „Einführung in die Pädagogische Diagnostik“.		
FAU	61	8	Als ich die Aufgabenstellung das erste Mal las, war ich wieder (ähnlich zu der Aufgabe zu „Klassenmanagement und Umgang mit Störungen“) überrascht über die Breite des Spektrums an Anforderungen, die die Frage erfasste.		
FAU	61	9	"Grundlegend wusste ich aber, was die Anforderungen waren.

"		
FAU	61	10	"Reflexion zur Situation während der Bearbeitung der Thematik Einführung in die Pädagogische Diagnostik:

Mich erfreute die Kombination der Aufgabenstellung mit einem Fallbeispiel, welches wieder realistisch gewählt wurde."		
FAU	61	11	Während der Bearbeitung gefiel mir demnach der Umgang mit dem Fallbeispiel und das konkrete Anwenden der theoretischen Inhalte auf die angeführte Situation.		
FAU	61	12	Zudem stieg mein Interesse an der Thematik mit der zunehmend intensiveren Bearbeitung, wodurch meine Konzentration, welche anfangs durch das eher abstrakte Thema (ohne vorherige wissenschaftliche Berührungspunkte) gering ausfiel, stetig zunahm.		
FAU	61	13	Wie oben bereits erwähnt fiel mir der Umfang der Aufgabenstellung auf, wodurch ich keine richtige Struktur vor Augen hatte, wie ich die Aufgabenstellung strukturiert schriftlich ausarbeiten soll.		
FAU	61	14	Demnach benutzte ich die Möglichkeit der Prompts, welche eine sehr gute Grobgliederung lieferten, wie man seine Ausarbeitung strukturieren könnte.		
FAU	61	15	Nach dieser Hilfestellung konnte ich die Aufgabenstellung ohne Probleme lösen.		
FAU	61	16	Trotzdem ist anzumerken, dass eine Fülle an geforderten Informationen und Bearbeitungsanforderungen meiner Meinung nach nur schwierig durch eine solch kurze und prägnante Aufgabenformulierung erbracht werden können.		
FAU	61	17	(ohne die Nutzung der Hilfestellungen).		
