coll_lecture	collection	text	s_id	sentence	english	options gibbs	new gibbs
swp	5	38	5	Es hat im vornherein ein wenig der Plan dafür gefehlt, wie die verschiedenen Beiträge der einzelnen Gruppenmitglieder effizient zusammengefügt werden, da sich niemand so richtig verantwortlich gefühlt hat.	There was a bit of a lack of a plan for how to efficiently put together the various contributions of the individual group members in the first place, since no one really felt responsible.	3	3
swp	5	38	6	Jedoch sind wir zum Ende hin einigermaßen gut fertig geworden.	However, we finished reasonably well towards the end.	2022-04-02 00:00:00	4
swp	5	38	7	In Zukunft sollen wir darauf achten unsere Vorträge kompakt zu halten, damit alle Gruppen in gegebener Zeit präsentieren können.	In the future, we should make sure to keep our presentations compact so that all groups can present in due time.	5	5
swp	5	39	0	Aktuelle Probleme sind insbesondere die Organisation des gesamten Projekts und das viele Dinge aufeinander aufbauen.	Current problems are especially the organization of the whole project and that many things build on each other.	3	3
swp	5	39	1	Auf der einen Seite müssen/möchten wir viel machen aber auf der anderen Seite haben wir teilweise unklare Angaben und Zeitdruck.	On the one hand we have to/make a lot of things but on the other hand we have partly unclear details and time pressure.	0	0
swp	5	39	2	Teilweise wirkt es so als würden wir nur hinter dem Zeitplan liegen, obwohl die anderen Gruppen auf der gleichen Stufe sind wie wir.	Sometimes it seems as if we are just behind schedule, although the other groups are on the same level as we are.	1	1
swp	5	39	3	Eine große Hilfe wäre eine klare Aufgabenstellung und eine einfach zu integrierende Datengrundlage gewesen.	A big help would have been a clear task and an easy to integrate data base.	3	3
swp	5	39	4	Wir mussten einen Großteil der Zeit damit verbringen herauszukitzeln was wir eigentlich tun sollten, da niemand eine genaue Vorstellung hatte.	We had to spend a lot of the time teasing out what we were supposed to be doing because no one had a clear idea.	0	0
swp	5	39	5	Währenddessen wollten wir eigentlich arbeiten konnten es jedoch nicht da die Daten nur sehr schwierig einzulesen waren.	Meanwhile, we wanted to work but couldn't because the data was very difficult to read.	0/1/2/	1
swp	5	39	6	Es gab keine Dokumentation etc.	There was no documentation etc.	0	0
swp	5	39	7	Hätten wir etwas in der Form gehabt hätten wir viel schneller loslegen können und während direkt zu den interessanten Aufgaben gekommen.	If we would have had something in the form we could have started much faster and while directly come to the interesting tasks.	4	4
swp	5	39	8	Ähnlich ging es mir bei den gemeinsamen Vorträgen.	I felt similarly about the joint lectures.	1	1
swp	5	39	9	Ich verstehe zwar den Gedanken das man von den Anderen profitieren soll, aber ohne eine gute Organisation ist es recht schwierig etwas Sinnvolles daraus zu ziehen.	I understand the idea that you should benefit from the others, but without a good organization it is quite difficult to get something useful out of it.	3	3
swp	5	39	10	Das einzige wirkliche Feedback das wir erhalten haben ist in den Gesprächen der anderen Gruppen untergegangen, weshalb es sich wie eine Zeitverschwendung angefühlt hat.	The only real feedback we received was lost in the conversations of the other groups, so it felt like a waste of time.	1	1
